paper_id,zotero_key,item_type,title,pub_year,doi,url,author_list,n_authors
wls_zotero_QK8N8A96,QK8N8A96,journalArticle,Patients' perceptions of safety if interpersonal continuity of care were to be disrupted,2008,10.1111/j.1369-7625.2008.00503.x,NA,Pandhi N|Schumacher J|Flynn KE|Smith M,4
wls_zotero_6LBQAQMU,6LBQAQMU,journalArticle,Pathways from religion to advance care planning: beliefs about control over length of life and end-of-life values,2013,10.1093/geront/gns128,NA,Garrido MM|Idler EL|Leventhal H|Carr D,4
wls_zotero_XEALYNNB,XEALYNNB,journalArticle,"Perceptions of body weight among older adults: Analyses of the intersection of gender, race, and socioeconomic status",2007,DOI 10.1093/geronb/62.6.S415,NA,Schieman S|Pudrovska T|Eccles R,3
wls_zotero_VLHP9FD5,VLHP9FD5,journalArticle,Perceived Social Position and Health: Is There a Reciprocal Relationship?,2010,NA,NA,Dana Garbarski,1
wls_zotero_TJK8W6MX,TJK8W6MX,journalArticle,"Perceived Hearing Loss, Social Disengagement, and Declines in Memory",2021,10.1177/0733464820909244,NA,Moorman SM|Greenfield EA|Lee CSH,3
wls_zotero_ZC7BJ5DH,ZC7BJ5DH,thesis,Peer Influence Versus Peer Selection: An Attempted Separation,1981,NA,NA,Williams R,1
wls_zotero_FUJQUIJ5,FUJQUIJ5,journalArticle,Patient-Physician End-of-Life Discussions in the Routine Care of Medicare Beneficiaries,2015,10.1177/0898264315569458,NA,Keary S|Moorman SM,2
wls_zotero_TXUIEE8I,TXUIEE8I,journalArticle,Parenting With Mild Intellectual Deficits: Parental Expectations and the Educational Attainment of Their Children,2010,10.1352/1944-7558-115.4.340,NA,Taylor JL|Hurd HD|Seltzer MM|Greenberg JS|Floyd FJ,5
wls_zotero_FBIK5WUZ,FBIK5WUZ,thesis,"Parenting with Mild Intellectual Deficits: Educational Aspirations, Expectations, and Educational Attainment of their Children",2008,NA,NA,Heather Doescher,1
wls_zotero_WUG67U7A,WUG67U7A,thesis,"Parental Stress on College, High School Achievement, Measured Intelligence and College Plans",1966,NA,NA,Richards R,1
wls_zotero_GFGIAUF2,GFGIAUF2,journalArticle,Paternal age predicts offspring chances of marriage and reproduction,2015,10.1002/ajhb.22644,NA,Fieder M|Huber S,2
wls_zotero_8IJSUQTB,8IJSUQTB,journalArticle,Paternal Age is Negatively Associated with Religious Behavior in a Post-60s But Not a Pre-60s US Birth Cohort: Testing a Prediction from the Social Epistasis Amplification Model,2020,10.1007/s10943-020-00987-9,NA,Woodley Of Menie MA|Kanazawa S|Pallesen J|Sarraf MA,4
wls_zotero_MDPBW26E,MDPBW26E,journalArticle,Parents' education and children's educational aspirations and achievements,1968,NA,NA,Sewell WH|Shah VP,2
wls_zotero_SB4Z7QLS,SB4Z7QLS,journalArticle,Parenting an adult child with bipolar disorder in later life,2009,10.1097/NMD.0b013e3181a206cc,NA,Aschbrenner KA|Greenberg JS|Seltzer MM,3
wls_zotero_25AYBAB4,25AYBAB4,journalArticle,"Parenthood, stress, and mental health in late midlife and early old age",2009,10.2190/AG.68.2.b,NA,Pudrovska T,1
wls_zotero_CS2CQZ9F,CS2CQZ9F,journalArticle,Parental childhood maltreatment and the later-life relationship with parents,2019,10.1037/pag0000388,NA,Kong J|Martire LM,2
wls_zotero_VJGGTN4D,VJGGTN4D,journalArticle,Parental bereavement during mid-to-later life: pre- to postbereavement functioning and intrapersonal resources for coping,2013,10.1037/a0029986,NA,Floyd FJ|Mailick Seltzer M|Greenberg JS|Song J,4
wls_zotero_Y4P4VC23,Y4P4VC23,journalArticle,Panel Conditioning in Longitudinal Social Science Surveys,2012,10.1177/0049124112460374,NA,Warren JR|Halpern-Manners A,2
wls_zotero_KHNG9ZY8,KHNG9ZY8,journalArticle,"Overweight, obesity, and risk of cardiometabolic multimorbidity: pooled analysis of individual-level data for 120 813 adults from 16 cohort studies from the USA and Europe",2017,10.1016/s2468-2667(17)30074-9,NA,Kivimäki M|Kuosma E|Ferrie JE|Luukkonen R|Nyberg ST|Alfredsson L|Batty GD|Brunner EJ|Fransson E|Goldberg M|Knutsson A|Koskenvuo M|Nordin M|Oksanen T|Pentti J|Rugulies R|Shipley MJ|Singh-Manoux A|Steptoe A|Suominen SB|Theorell Tr|Vahtera J|Virtanen M|Westerholm P|Westerlund H|Zins M|Hamer M|Bell JA|Tabak AG|Jokela M,30
wls_zotero_REP2HLXF,REP2HLXF,journalArticle,One Step Toward More Research on Aging Masculinities: Operationalizing the Hegemonic Masculinity for Older Men Scale (HMOMS),2018,10.1177/1060826518806020,NA,Springer KW|Mouzon DM,2
wls_zotero_ZQABZ949,ZQABZ949,bookSection,On the Effects of Families and Family Structure on Achievements,1977,NA,NA,Sewell WH|Hauser RM,2
wls_zotero_JGNVMTC2,JGNVMTC2,journalArticle,Pairwise measures of causal direction in the epidemiology of sleep problems and depression,2012,10.1371/journal.pone.0050841,NA,Rosenstrom T|Jokela M|Puttonen S|Hintsanen M|Pulkki-Raback L|Viikari JS|Raitakari OT|Keltikangas-Jarvinen L,8
wls_zotero_VZ5RJJ57,VZ5RJJ57,journalArticle,Outside Ownership and Workers Earnings and Tenure,1988,DOI 10.1111/j.1533-8525.1988.tb01243.x,NA,Hodson R|Seitz P,2
wls_zotero_IIVHP2RW,IIVHP2RW,journalArticle,Opportunity and choice in socially structured labor markets,1996,Doi 10.1086/230910,NA,Logan JA,1
wls_zotero_GP6EMWN9,GP6EMWN9,journalArticle,One Justified Criticism Plus Three Flawed Analyses Equals Two Unwarranted Conclusions: A Reply to Retherford and Sewell,1991,NA,NA,Zajonc RB|Markus GB|Berbaum ML|Bargh JA|Moreland RL,5
wls_zotero_QBDF9SUA,QBDF9SUA,preprint,On the importance of normative data in speech-based assessment,2017,NA,NA,Noorian ZPP,1
wls_zotero_2C6Z7Y2X,2C6Z7Y2X,journalArticle,"On ""Family Size and Achievement"" (Judith Blake)",1989,NA,NA,Hauser RM,1
wls_zotero_4JGW2FKC,4JGW2FKC,journalArticle,On 'Simple Models of Sibling Resemblance' (Reply to Michael Gillespie's Comment),1991,NA,NA,Hauser RM,1
wls_zotero_YBTQT2AT,YBTQT2AT,journalArticle,Older adults' preferences for independent or delegated end-of-life medical decision making,2011,10.1177/0898264310383156 10.1177/0898264310385114,NA,Moorman SM,1
wls_zotero_VHBS9H5W,VHBS9H5W,journalArticle,Older adult social participation and its relationship with health: Rural-urban differences,2016,10.1016/j.healthplace.2016.09.010,NA,Vogelsang EM,1
wls_zotero_2VUNAY9U,2VUNAY9U,bookSection,"Occupational Status, Education, and Social Mobility in the Meritocracy",2000,NA,NA,Hauser RM|Warren JR|Huang MH|Carter WY,4
wls_zotero_N42GSL69,N42GSL69,journalArticle,Occupational Standing And Occupational Stratification By Cognitive Ability,2013,10.1108/S0195-6310(2013)0000030008,NA,Min-Hsiung H,1
wls_zotero_ZU4FLKVG,ZU4FLKVG,journalArticle,"On ""A Reconceptualization of School Effects"" (Comment on Sorenson and Hallinan)",1978,NA,NA,Hauser RM,1
wls_zotero_62B9GKUB,62B9GKUB,journalArticle,On 'Stratification in a Dual Economy' (Comment on Beck et al.),1980,NA,NA,Hauser RM,1
wls_zotero_6Q3L78A3,6Q3L78A3,journalArticle,Occupational stratification across the life course: Evidence from the Wisconsin Longitudinal Study,2002,Doi 10.2307/3088965,NA,Warren JR|Hauser RM|Sheridan JT,3
wls_zotero_L78TC42U,L78TC42U,journalArticle,Occupational Status in the Nineteenth and Twentieth Centuries,1982,NA,NA,Hauser RM,1
wls_zotero_HMDHTW6A,HMDHTW6A,preprint,Looks That Kill: Predicting Adult Health and Mortality from Adolescent Facial Characteristics in Yearbook Photographs,2006,NA,NA,Reither EN|Hauser RM|Swallen KC,3
wls_zotero_T32YVMP9,T32YVMP9,preprint,Long-Term Effect of College Quality on the Occupational Status of Students,1999,NA,NA,Dey EL|Wimsatt LA|Rhee BS|Waterson Meader E,4
wls_zotero_362GGMTQ,362GGMTQ,preprint,"Measurement of Health Outcomes and Antecedents in Whitehall II, the National Survey of Families and Households, and the Wisconsin Longitudinal Study",1994,NA,NA,Marks NF,1
wls_zotero_CAFPRU55,CAFPRU55,preprint,"Life Experiences, Strength of Emotional Response, and Sex-specific Mortality Risk Zones",2004,NA,NA,Hale L,1
wls_zotero_I4DZDRUB,I4DZDRUB,preprint,Methods and Costs of a 17-Year Follow-up Study,1976,NA,NA,Clarridge BR|Sheehy LS|Hauser TS|Hauser RM,4
wls_zotero_66999WPX,66999WPX,preprint,Measuring Depression among Adult Siblings,2001,NA,NA,MacLean A|Hauser RM,2
wls_zotero_U9W96B4A,U9W96B4A,preprint,Money Matters: Returns To School Quality Throughout A Career,2004,NA,NA,Olson CA|Ackerman D,2
wls_zotero_JHE95CJE,JHE95CJE,preprint,Mid-Life Work Experiences and First Retirement,2008,NA,NA,Raymo JM,1
wls_zotero_BXZ4IUYI,BXZ4IUYI,preprint,"Meritocracy, Cognitive Ability, and the Sources of Occupational Success",2002,NA,NA,Hauser RM,1
wls_zotero_GFNV5WRC,GFNV5WRC,preprint,Mental Ability and the Sources of Occupational Success,1998,NA,NA,Hauser RM,1
wls_zotero_N4Y3TV7Z,N4Y3TV7Z,preprint,Measuring Poverty and Socioeconomic Status in Studies of Health and Well-Being,1994,NA,NA,Hauser RM|Carr D,2
wls_zotero_UP653ZRU,UP653ZRU,preprint,Later-Life Employment Outcomes and Preferences: The Role of Mid-Life Work Experiences,2008,NA,NA,Raymo JM,1
wls_zotero_GQW7LUA9,GQW7LUA9,thesis,Occupational Attainment Across the Life Course: Sources of Stability and Change in Three Occupational Characteristics,2001,NA,NA,Sheridan JT,1
wls_zotero_WA7CLJJM,WA7CLJJM,thesis,Occupational and Marital Mobility: Alternative Pathways of Social Mobility,1979,NA,NA,Dunton NE,1
wls_zotero_3KSC9ZNH,3KSC9ZNH,thesis,Objectivity in Perceived Attractiveness: Development of a New Methodology for Rating Facial Physical Attractiveness,2002,NA,NA,Meland SA,1
wls_zotero_B66XJM8C,B66XJM8C,journalArticle,"Notes on Educational, Occupational, and Economic Achievement in American-Society",1981,NA,NA,Sewell WH,1
wls_zotero_GZ8HWF7U,GZ8HWF7U,thesis,Nice Work if You Can Get It: Gender and Job Quality at Midlife,2002,NA,NA,Hayes JA,1
wls_zotero_SM5UYLPF,SM5UYLPF,journalArticle,Occupational differences in advance care planning: Are medical professionals more likely to plan?,2021,10.1016/j.socscimed.2021.113730,NA,Carr D|Kalousova L|Lin K|Burgard S,4
wls_zotero_F4N3Y9LD,F4N3Y9LD,journalArticle,Occupational Choices of Wisconsin Farm Boys,1967,NA,NA,Haller AO|Sewell WH,2
wls_zotero_JBEFMTIC,JBEFMTIC,journalArticle,"Observational Study of the Associations of Participation in High School Football With Self-Rated Health, Obesity, and Pain in Adulthood",2020,10.1093/aje/kwz260,NA,Gaulton TG|Deshpande SK|Small DS|Neuman MD,4
wls_zotero_JT9GLG63,JT9GLG63,journalArticle,Number of First-Contact Access Components Required to Improve Preventive Service Receipt in Primary Care Homes,2011,NA,NA,Nancy Pandhi|Jennifer DeVoe|Jessica Schumacher|Christie Bartels|Carolyn Thorpe|Joshua Thorpe|Maureen Smith,7
wls_zotero_IXZ4KP9Y,IXZ4KP9Y,journalArticle,"Now You Feel It, Now You Don't: Frontal EEG Asymmetry and Individual Differences in Emotion Regulation",2003,NA,NA,Daren C. Jackson|Corrina J. Mueller|Isa Dolski|Kim M. Dalton|Jack B. Nitschke|Heather L. Urry|Milissa A. Rosenkranz|Carol D. Ryff|Burton H. Singer|Richard J. Davidson,10
wls_zotero_X4XXHETI,X4XXHETI,journalArticle,Neighborhood context and college plans,1966,NA,NA,Sewell WH|Armer JM,2
wls_zotero_X8CMEAZG,X8CMEAZG,journalArticle,Multiple-Indicator Multilevel Growth Model: A Solution to Multiple Methodological Challenges in Longitudinal Studies,2010,10.1007/s11205-009-9496-8,NA,Wu AD|Liu Y|Gadermann AM|Zumbo BD,4
wls_zotero_VNWYBMA8,VNWYBMA8,journalArticle,Multigenerational Effects of Early-Life Health Shocks,2019,10.1007/s13524-019-00804-3,NA,Cook CJ|Fletcher JM|Forgues A,3
wls_zotero_CJUYFRKF,CJUYFRKF,journalArticle,Multigene interactions and the prediction of depression in the Wisconsin Longitudinal Study,2012,10.1136/bmjopen-2012-000944,NA,Roetker NS|Yonker JA|Lee C|Chang V|Basson JJ|Roan CL|Hauser TS|Hauser RM|Atwood CS,9
wls_zotero_4HBREI2L,4HBREI2L,journalArticle,Motives for volunteering are associated with mortality risk in older adults,2012,10.1037/a0025226,NA,Konrath S|Fuhrel-Forbis A|Lou A|Brown S,4
wls_zotero_MYC72F5L,MYC72F5L,journalArticle,"Money, Schooling, and Health: Mechanisms and Casual Evidence",2010,NA,NA,Ichiro Kawachi|Nancy E. Adler|William H. Dow,3
wls_zotero_5F352UXK,5F352UXK,journalArticle,"Myocardial infarction in the Wisconsin Longitudinal Study: the interaction among environmental, health, social, behavioural and genetic factors",2017,10.1136/bmjopen-2016-011529,NA,Gonzales TK|Yonker JA|Chang V|Roan CL|Herd P|Atwood CS,6
wls_zotero_KTZ8Z9X8,KTZ8Z9X8,journalArticle,“My Daughter Has a Career; I Just Raised Babies”: The Psychological Consequences of Women's Intergenerational Social Comparisons,2016,10.1177/019027250406700202,NA,Carr D,1
wls_zotero_3YEZILUT,3YEZILUT,journalArticle,Musical instrument engagement across the life course and episodic memory in late life: An analysis of 60 years of longitudinal data from the Wisconsin Longitudinal Study,2021,10.1371/journal.pone.0253053,NA,Romeiser JL|Smith DM|Clouston SAP,3
wls_zotero_YI7M6CNF,YI7M6CNF,journalArticle,Most reported genetic associations with general intelligence are probably false positives,2012,10.1177/0956797611435528,NA,Chabris CF|Hebert BM|Benjamin DJ|Beauchamp J|Cesarini D|van der Loos M|Johannesson M|Magnusson PK|Lichtenstein P|Atwood CS|Freese J|Hauser TS|Hauser RM|Christakis N|Laibson D,15
wls_zotero_TP8ASF8T,TP8ASF8T,bookSection,Modeling the Effects of Time: Integrating Demographic and Developmental Perspectives,2006,NA,NA,Alwin DF|Hofer SM|McCammon RJ,3
wls_zotero_F42MB2HG,F42MB2HG,thesis,Mobility Effects Redux: Does Intergenerational Mobility Shape Individual Psychology?,2007,NA,NA,Houle JN,1
wls_zotero_GI8YCGQL,GI8YCGQL,thesis,"Migration: The Impact of Earnings, Life Events, and Labor Market Conditions",1999,NA,NA,Park H,1
wls_zotero_CNTYDUPI,CNTYDUPI,journalArticle,Midlife Impacts of Adolescent Parenthood,2009,10.1177/0192513X08329601,NA,Taylor JL,1
wls_zotero_85MBFHN4,85MBFHN4,journalArticle,Midlife and aging parents of adults with intellectual and developmental disabilities: impacts of lifelong parenting,2011,10.1352/1944-7558-116.6.479,NA,Seltzer MM|Floyd F|Song J|Greenberg J|Hong J,5
wls_zotero_NP4SKDS2,NP4SKDS2,bookSection,Middle Age and Well-Being,1998,NA,NA,Ryff CD|Singer B,2
wls_zotero_CK5XHIAM,CK5XHIAM,journalArticle,Microfluidics-based systems biology,2006,10.1039/b515632g,NA,Breslauer DN|Lee PJ|Lee LP,3
wls_zotero_RD65WWUF,RD65WWUF,report,Methods and Costs of a 17-Year Follow-up Study,1976,NA,NA,Hauser RM,1
wls_zotero_4PBVA2XZ,4PBVA2XZ,journalArticle,Memory and Personality Development in Adulthood: Evidence From Four Longitudinal Studies,2021,10.1093/geronb/gbaa086,NA,Stephan Y|Sutin AR|Luchetti M|Terracciano A,4
wls_zotero_INPFZM79,INPFZM79,journalArticle,Mental health indicators fifty years later: A population-based study of men with histories of child sexual abuse,2017,10.1016/j.chiabu.2016.09.011,NA,Easton SD|Kong J,2
wls_zotero_GABBEZL2,GABBEZL2,thesis,Menopause and Women's Health Transitions through Mid-Life,2007,NA,NA,Tom SE,1
wls_zotero_HIT8AUJ3,HIT8AUJ3,thesis,Men's and Women's Hazard of Remarriage: The Role of Socioeconomic Prospects,1994,NA,NA,Sweeney MM,1
wls_zotero_IK8RJUUC,IK8RJUUC,journalArticle,Measuring socioeconomic status in studies of child development,1994,10.1111/j.1467-8624.1994.tb00834.x,NA,Hauser RM,1
wls_zotero_UU8SZS3Q,UU8SZS3Q,journalArticle,Measuring opportunity,2001,Doi 10.1080/0022250x.2001.9990254,NA,Krymkowski DH,1
wls_zotero_K9UMWK7J,K9UMWK7J,journalArticle,Masculine Ideals and Health in Older Men: Findings From the Wisconsin Longitudinal Study,2023,10.1177/15579883231220714,NA,Burns SD|Drentea P,2
wls_zotero_NVEUHD9R,NVEUHD9R,journalArticle,Marital status continuity and change among young and midlife adults - Longitudinal effects on psychological well-being,1998,Doi 10.1177/019251398019006001,NA,Marks NF|Lambert JD,2
wls_zotero_MS3VB75V,MS3VB75V,journalArticle,"Management, Resources and reproductive biology",2014,NA,NA,Wallner B|Fieder M,2
wls_zotero_YEDLWQPQ,YEDLWQPQ,journalArticle,Making Inferences from Attitude-Behavior Correlations,1973,10.2307/2786570,NA,Alwin DF,1
wls_zotero_7S3E8SVP,7S3E8SVP,journalArticle,Making a life worth living: neural correlates of well-being,2004,10.1111/j.0956-7976.2004.00686.x,NA,Urry HL|Nitschke JB|Dolski I|Jackson DC|Dalton KM|Mueller CJ|Rosenkranz MA|Ryff CD|Singer BH|Davidson RJ,10
wls_zotero_S5XKWW9Q,S5XKWW9Q,journalArticle,Mature Women Seek Education When Relationships End,1999,NA,NA,Grypp DS,1
wls_zotero_C7IHM6CL,C7IHM6CL,thesis,Matching on Propensity Scores to Estimate the Effects of Graduating from an Elite College on Early- and Mid-Career Outcomes,2000,NA,NA,Brand JEL,1
wls_zotero_S7EVLL4U,S7EVLL4U,book,"Making Up with Mom: Why Mothers and Daughters Disagree about Kids, Cooking, and Careers (and What to Do About It)",2008,NA,NA,Halpert J|Carr D,2
wls_zotero_YDJSCAUA,YDJSCAUA,journalArticle,"""Macho men"" and preventive health care: implications for older men in different social classes",2011,10.1177/0022146510393972,NA,Springer KW|Mouzon DM,2
wls_zotero_9N6NLKBJ,9N6NLKBJ,thesis,Looking Beyond Retirement - Patterns and Predictors of Formal End-of-Life Planning Among Retirement Age Individiuals,2005,NA,NA,Su Yt,1
wls_zotero_EYVQMMA7,EYVQMMA7,journalArticle,Longitudinal trajectories of adult sibling relationship quality and psychological well‐being: The effect of childhood maltreatment,2023,10.1111/fare.12945,NA,Kong J|Homan KJ|Goldberg J,3
wls_zotero_97VBUA8V,97VBUA8V,book,Longitudinal Surveys of Children,1998,NA,NA,West KK|Hauser RM|Scanlon (Editors) TM,3
wls_zotero_WZ74JIYB,WZ74JIYB,journalArticle,Longitudinal Studies of Aging in the United States,2011,10.1353/dem.2010.0012,NA,Hauser RM|Weir D,2
wls_zotero_QLTGFNLU,QLTGFNLU,journalArticle,Low-normal FMR1 CGG repeat length: phenotypic associations,2014,10.3389/fgene.2014.00309,NA,Mailick MR|Hong J|Rathouz P|Baker MW|Greenberg JS|Smith L|Maenner M,7
wls_zotero_5LIXDRSE,5LIXDRSE,preprint,Looking Beyond Retirement-Patterns and Predictors of Formal End-of-Life Planning among Retirement Age Individuals,2007,NA,NA,Yung-Ting S,1
wls_zotero_BHX9RCQL,BHX9RCQL,journalArticle,Long-Term Psychological Health among Individuals Pursuing Emerging Adulthood-Type Pathways in the 1950s and 1960s,2017,10.1007/s10804-016-9251-8,NA,Reifman A|Oblad T|Niehuis S,3
wls_zotero_HCHSKFDR,HCHSKFDR,journalArticle,Long-term physical and mental health consequences of childhood physical abuse: results from a large population-based sample of men and women,2007,10.1016/j.chiabu.2007.01.003,NA,Springer KW|Sheridan J|Kuo D|Carnes M,4
wls_zotero_MJZYSP2V,MJZYSP2V,journalArticle,Long-term effects of the death of a child on parents' adjustment in midlife,2008,10.1037/0893-3200.22.2.203,NA,Rogers CH|Floyd FJ|Seltzer MM|Greenberg J|Hong J,5
wls_zotero_RALBEER5,RALBEER5,journalArticle,"Long-Term Effects of Local-Area New Deal Work Relief in Childhood on Educational, Economic, and Health Outcomes Over the Life Course: Evidence From the Wisconsin Longitudinal Study",2022,10.1215/00703370-10111856,NA,Modrek S|Roberts E|Warren JR|Rehkopf D,4
wls_zotero_8VA8Q9WP,8VA8Q9WP,journalArticle,Long-term Effects of Child Death on Parents' Health Related Quality of Life: A Dyadic Analysis,2010,10.1111/j.1741-3729.2010.00601.x,NA,Song J|Floyd FJ|Seltzer MM|Greenberg JS|Hong J,5
wls_zotero_RCNUJKWC,RCNUJKWC,report,Long-Term Effect of College Quality on the Occupational Status of Students,1999,NA,NA,Dey EL|Wimsatt LA|Rhee BS|Meader EW|National Center for Postsecondary Improvement SCA,5
wls_zotero_JISBF25U,JISBF25U,preprint,Long-Run Determinants of Intergenerational Transfers,2014,NA,NA,Scholz JK|Seshadri A|Sicinski K,3
wls_zotero_LMRTKYWK,LMRTKYWK,journalArticle,Living Apart Together and Depressive Symptoms in Older Adulthood,2024,10.1080/01494929.2024.2312371,NA,Wu H|Brown SL,2
wls_zotero_VAYC9NLD,VAYC9NLD,bookSection,Linking Life Histories and Mental Health: A Person-Centered Strategy,1998,NA,NA,Singer B|Ryff CD|Carr DS|Magee WJ,4
wls_zotero_6H6227I2,6H6227I2,journalArticle,Long-term decline in intergenerational mobility in the United States since the 1850s,2020,10.1073/pnas.1905094116,NA,Song X|Massey CG|Rolf KA|Ferrie JP|Rothbaum JL|Xie Y,6
wls_zotero_9IZLJIEN,9IZLJIEN,bookSection,Long-Term Benefits of Habitual Helping: Doing well by doing good,2007,NA,NA,Piliavin JA,1
wls_zotero_3XQYAWX9,3XQYAWX9,journalArticle,Lifetime Abuse Victimization and Prospective Health Outcomes in Older Adults,2024,10.1177/07334648231225377,NA,Kong J|Moorman SM|Qin Y,3
wls_zotero_4MDU5KXJ,4MDU5KXJ,journalArticle,Life Course Pathways From Childhood Socioeconomic Status to Later-Life Cognition: Evidence From the Wisconsin Longitudinal Study,2021,10.1093/geronb/gbaa062,NA,Greenfield EA|Moorman S|Rieger A,3
wls_zotero_YNQB7GHN,YNQB7GHN,journalArticle,Life course impacts of parenting a child with a disability,2001,10.1352/0895-8017(2001)106<0265:LCIOPA>2.0.CO;2,NA,Seltzer MM|Greenberg JS|Floyd FJ|Pettee Y|Hong J,5
wls_zotero_XEIUUBJK,XEIUUBJK,journalArticle,"Let's Drink to Being Socially Active: Family Characteristics, Social Participation, and Alcohol Abuse across Mid- and Later-life",2020,10.1177/0022146520962456,NA,Vogelsang EM|Lariscy JT,2
wls_zotero_LFEGI9DP,LFEGI9DP,journalArticle,Lessons from the Cold War: Military Servce and College Education,2005,NA,NA,Alair MacLean,1
wls_zotero_BXS4644T,BXS4644T,journalArticle,Lifelong Parenting of Adults With Developmental Disabilities: Growth Trends Over 20 Years in Midlife and Later Life,2018,10.1352/1944-7558-123.3.228,NA,Namkung EH|Greenberg JS|Mailick MR|Floyd FJ,4
wls_zotero_DFGEWBCF,DFGEWBCF,journalArticle,"Lifecourse epidemiology matures: Commentary on Zhang et al. ""Early-life socioeconomic status, adolescent cognitive ability, and cognition in late midlife""",2020,10.1016/j.socscimed.2019.112645,NA,Harrati A|Glymour MM,2
wls_zotero_VB2L5XLS,VB2L5XLS,journalArticle,Life course impacts of mild intellectual deficits,2005,10.1352/0895-8017(2005)110[451:LCIOMI]2.0.CO;2,NA,Seltzer MM|Floyd F|Greenberg J|Lounds J|Lindstromm M|Hong J,6
wls_zotero_HWXAL5YQ,HWXAL5YQ,journalArticle,[Kinetics and persistence of neutralizing antibodies against bovine viral diarrhea virus-1 and -2 and border disease virus after two step vaccination of cattle],2003,10.1016/S0276-5624(03)20001-9,NA,Oguzoglu TC|Frey HR|Eicken K|Grummer B|Liess B|Moennig V,6
wls_zotero_WEJL8IKQ,WEJL8IKQ,journalArticle,Job insecurity and risk of diabetes: a meta-analysis of individual participant data,2016,10.1503/cmaj.150942,NA,Ferrie JE|Virtanen M|Jokela M|Madsen IEH|Heikkila K|Alfredsson L|Batty GD|Bjorner JB|Borritz M|Burr H|Dragano N|Elovainio M|Fransson EI|Knutsson A|Koskenvuo M|Koskinen A|Kouvonen A|Kumari M|Nielsen ML|Nordin M|Oksanen T|Pahkin K|Pejtersen JH|Pentti J|Salo P|Shipley MJ|Suominen SB|Tabak A|Theorell T|Vaananen A|Vahtera J|Westerholm PJM|Westerlund H|Rugulies R|Nyberg ST|Kivimaki M|I. PD-Work Consortium,37
wls_zotero_FSZIHFVW,FSZIHFVW,journalArticle,"Job Characteristics, Job Preferences, and Physical and Mental Health in Later Life",2019,10.1177/2378023119836003,NA,Hardie JH|Daw J|Gaddis SM,3
wls_zotero_WKYVW63B,WKYVW63B,journalArticle,Later-life Employment Preferences and Outcomes: The Role of Mid-life Work Experiences,2010,10.1177/0164027510361462,NA,Raymo JM|Warren JR|Sweeney MM|Hauser RM|Ho JH,5
wls_zotero_6TNTMBSS,6TNTMBSS,journalArticle,Later Life Impacts of Social Participation on Parents of Adult Offspring With and Without Intellectual and Developmental Disabilities,2018,10.1352/1944-7558-123.1.50,NA,Olsen DL,1
wls_zotero_U9TNIAVS,U9TNIAVS,thesis,Labor Union Affiliation and its Influence on Psychological Well-Being and Depression,2022,NA,NA,Sami W,1
wls_zotero_T4FYE84I,T4FYE84I,journalArticle,Key themes in research on the demography of aging,2010,10.1353/dem.2010.0001,NA,Schoeni RF|Ofstedal MB,2
wls_zotero_H2N4FJVZ,H2N4FJVZ,journalArticle,Judgments about work - Dimensionality revisited,2007,10.1177/0730888407303182,NA,Johnson MK|Mortimer JT|Lee JC|Stern MJ,4
wls_zotero_FXDYJIP7,FXDYJIP7,journalArticle,Job Displacement and Social Participation over the Lifecourse: Findings for a Cohort of Joiners,2008,10.1353/sof.0.0083,NA,Brand JE|Burgard SA,2
wls_zotero_7R6LZMNL,7R6LZMNL,journalArticle,Job characteristics as mediators in SES-health relationships,2004,10.1016/j.socscimed.2004.01.035,NA,Warren JR|Hoonakker P|Carayon P|Brand J,4
wls_zotero_3SYU2URQ,3SYU2URQ,journalArticle,Job Authority and Breast Cancer,2013,10.1093/sf/sot082,NA,Pudrovska T,1
wls_zotero_ELQSPZ9C,ELQSPZ9C,journalArticle,"Is personality associated with cancer incidence and mortality? An individual-participant meta-analysis of 2156 incident cancer cases among 42,843 men and women",2014,10.1038/bjc.2014.58,NA,Jokela M|Batty GD|Hintsa T|Elovainio M|Hakulinen C|Kivimaki M,6
wls_zotero_L5FSYVZV,L5FSYVZV,journalArticle,"Is FMR1 CGG Repeat Number Polymorphism Associated With Phenotypic Variation in the General Population? Report From a Cohort of 5,499 Adults",2021,10.3389/fpsyt.2021.727085,NA,Hong J|DaWalt L|Baker MW|Berry-Kravis EM|Mailick MR,5
wls_zotero_N5JELBEP,N5JELBEP,journalArticle,IQ in adolescence and cognition over 50 years later: The mediating role of adult personality,2022,10.1016/j.intell.2022.101682,NA,Stephan Y|Sutin AR|Luchetti M|Aschwanden D|Terracciano A,5
wls_zotero_7PQHRJ76,7PQHRJ76,journalArticle,Is Within–Individual Variation in Personality Traits Associated with Changes in Health Behaviours? Analysis of Seven Longitudinal Cohort Studies,2018,10.1002/per.2173,NA,Jokela M|Airaksinen J|Kivimäki M|Hakulinen C,4
wls_zotero_9XRXJDYH,9XRXJDYH,journalArticle,Is the Association of Smoking and Depression a Recent Phenomenon?,2006,NA,NA,Eric O. Johnson|Naomi Breslau,2
wls_zotero_872KPQMD,872KPQMD,journalArticle,"Is Death ""The Great Equalizer""? The Social Stratification of Death Quality in the United States",2016,10.1177/0002716215596982,NA,Carr D,1
