author_part,title,pub_year,n_authors,raw_citation,paper_id
"Park YM, Sandler DP","Making sense of associations between type 2 diabetes, metformin, and breast cancer risk",2021,2,"Park YM, Sandler DP. Making sense of associations between type 2 diabetes, metformin, and breast cancer risk . British Journal of Cancer . 2021 Sep;125(7):909-10. Epub 2021 Apr 28.",sister_177
"Park YM, Shivappa N, Petimar J, Hodgson ME, Nichols HB, Steck SE, Hébert JR, Sandler DP","Dietary inflammatory potential, oxidative balance score, and risk of breast cancer: Findings from the Sister Study",2021,8,"Park YM, Shivappa N, Petimar J, Hodgson ME, Nichols HB, Steck SE, Hébert JR, Sandler DP. Dietary inflammatory potential, oxidative balance score, and risk of breast cancer: Findings from the Sister Study . International Journal of Cancer . 2021 Aug 1;149(3):615-26. Epub 2021 Mar 30.",sister_178
"Peipins LA, Dasari S, Rodriguez JL, White MC, Hodgson ME, Sandler DP",Employment after breast cancer diagnosis and treatment among women in the Sister and the Two Sister studies,2021,6,"Peipins LA, Dasari S, Rodriguez JL, White MC, Hodgson ME, Sandler DP. Employment after breast cancer diagnosis and treatment among women in the Sister and the Two Sister studies . Journal of Occupational Rehabilitation . 2021 Sep;31(3):543-51. Epub 2021 Jan 2.",sister_179
"Ruth KS, Day FR, Hussain J, Martínez-Marchal A, Aiken CE, Azad A, Thompson DJ, Knoblochova L, Abe H, Tarry-Adkins JL, Gonzalez JM, Fontanillas P, Claringbould A, Bakker OB, Sulem P, Walters RG, Terao C, Turon S, Horikoshi M, Lin K, Onland-Moret NC, Sankar A, Hertz EPT, Timshel PN, Shukla V, Borup R, Olsen KW, Aguilera P, Ferrer-Roda M, Huang Y, Stankovic S, Timmers PRHJ, Ahearn TU, Alizadeh BZ, Naderi E, , Sandler DP, , Weinberg CR, , Biobank-based Integrative Omics Study (BIOS) Consortium; eQTLGen Consortium; Biobank Japan Project; China Kadoorie Biobank Collaborative Group; kConFab Investigators; LifeLines Cohort Study; InterAct consortium; 23andMe Research Team, Chen Z, Li L, Franke L, Burgess S, Deelen P, Pers TH, Grøndahl ML, Andersen CY, Pujol A, Lopez-Contreras AJ, Daniel JA, Stefansson K, Chang-Claude J, van der Schouw YT, Lunetta KL, Chasman DI, Easton DF, Visser JA, Ozanne SE, Namekawa SH, Solc P, Murabito JM, Ong KK, Hoffmann ER, Murray A, Roig I, Perry JRB",Genetic insights into biological mechanisms governing human ovarian ageing,2021,64,"Ruth KS, Day FR, Hussain J, Martínez-Marchal A, Aiken CE, Azad A, Thompson DJ, Knoblochova L, Abe H, Tarry-Adkins JL, Gonzalez JM, Fontanillas P, Claringbould A, Bakker OB, Sulem P, Walters RG, Terao C, Turon S, Horikoshi M, Lin K, Onland-Moret NC, Sankar A, Hertz EPT, Timshel PN, Shukla V, Borup R, Olsen KW, Aguilera P, Ferrer-Roda M, Huang Y, Stankovic S, Timmers PRHJ, Ahearn TU, Alizadeh BZ, Naderi E, , Sandler DP, , Weinberg CR, , Biobank-based Integrative Omics Study (BIOS) Consortium; eQTLGen Consortium; Biobank Japan Project; China Kadoorie Biobank Collaborative Group; kConFab Investigators; LifeLines Cohort Study; InterAct consortium; 23andMe Research Team, Chen Z, Li L, Franke L, Burgess S, Deelen P, Pers TH, Grøndahl ML, Andersen CY, Pujol A, Lopez-Contreras AJ, Daniel JA, Stefansson K, Chang-Claude J, van der Schouw YT, Lunetta KL, Chasman DI, Easton DF, Visser JA, Ozanne SE, Namekawa SH, Solc P, Murabito JM, Ong KK, Hoffmann ER, Murray A, Roig I, Perry JRB. Genetic insights into biological mechanisms governing human ovarian ageing . Nature . 2021 Aug;596(7872):393-7. Epub 2021 Aug 4.",sister_180
"Simanek AM, Meier HCS, D'Aloisio AA, Sandler DP",Objective and subjective childhood socioeconomic disadvantage and incident depression in adulthood: a longitudinal analysis in the Sister Study,2021,4,"Simanek AM, Meier HCS, D'Aloisio AA, Sandler DP. Objective and subjective childhood socioeconomic disadvantage and incident depression in adulthood: a longitudinal analysis in the Sister Study . Social Psychiatry and Psychiatric Epidemiology . 2021 Jul;56(7):1201-10. Epub 2021 Apr 21.",sister_181
"Tsai WL, Nash MS, Rosenbaum DJ, Prince SE, D'Aloisio AA, Neale AC, Sandler DP, Buckley TJ, Jackson LE",Types and spatial contexts of neighborhood greenery matter in associations with weight status in women across 28 U,2021,9,"Tsai WL, Nash MS, Rosenbaum DJ, Prince SE, D'Aloisio AA, Neale AC, Sandler DP, Buckley TJ, Jackson LE. Types and spatial contexts of neighborhood greenery matter in associations with weight status in women across 28 U.S. communities . Environmental Research . 2021 Aug;199:111327. Epub 2021 May 19.",sister_182
"Upson K, Weinberg CR, Nichols HB, Dinse GE, D'Aloisio AA, Sandler DP, Baird DD",Early-life farm exposure and ovarian reserve in a U,2021,7,"Upson K, Weinberg CR, Nichols HB, Dinse GE, D'Aloisio AA, Sandler DP, Baird DD. Early-life farm exposure and ovarian reserve in a U.S. cohort of women . Epidemiology . 2021 Sep 1;32(5):672-80. Epub 2021 May 20.",sister_183
"Von Holle A, O'Brien KM, Sandler DP, Janicek R, Weinberg CR",Association between serum iron biomarkers and breast cancer,2021,5,"Von Holle A, O'Brien KM, Sandler DP, Janicek R, Weinberg CR. Association between serum iron biomarkers and breast cancer . Cancer Epidemiology, Biomarkers & Prevention . 2021 Feb;30(2):422-5. Epub 2020 Dec 8.",sister_184
"Von Holle A, O'Brien KM, Sandler DP, Weinberg CR",Evidence for familial clustering in breast cancer age of onset,2021,4,"Von Holle A, O'Brien KM, Sandler DP, Weinberg CR. Evidence for familial clustering in breast cancer age of onset . International Journal of Epidemiology . 2021 Mar 3;50(1):97-104.",sister_185
"White AJ, Gregoire AM, Taylor KW, Eberle C, Gaston S, O'Brien KM, Jackson CL, Sandler DP","Adolescent use of hair dyes, straighteners and perms in relation to breast cancer risk",2021,8,"White AJ, Gregoire AM, Taylor KW, Eberle C, Gaston S, O'Brien KM, Jackson CL, Sandler DP. Adolescent use of hair dyes, straighteners and perms in relation to breast cancer risk . International Journal of Cancer . 2021 May 1;148(9):2255-63. Epub 2020 Dec 14.",sister_186
"White AJ, Sandler DP, Gaston SA, Jackson CL, M O'Brien K",Use of hair products in relation to ovarian cancer risk,2021,5,"White AJ, Sandler DP, Gaston SA, Jackson CL, M O'Brien K. Use of hair products in relation to ovarian cancer risk . Carcinogenesis . 2021 Sep;42(9):1189-95. Epub 2021 Jun 26.",sister_187
"Wogu AF, Zhao S, Nichols HB, Cai J",Proportional subdistribution hazards model for competing risks in case-cohort studies,2021,4,"Wogu AF, Zhao S, Nichols HB, Cai J. Proportional subdistribution hazards model for competing risks in case-cohort studies . American Journal of Applied Mathematics . 2021 Oct;9(5):165-85.",sister_188
"Wu Z, O'Brien KM, Lawrence KG, Han Y, Weinberg CR, Sandler DP, Vogtmann E",Associations of periodontal disease and tooth loss with all-cause and cause-specific mortality in the Sister Study,2021,7,"Wu Z, O'Brien KM, Lawrence KG, Han Y, Weinberg CR, Sandler DP, Vogtmann E. Associations of periodontal disease and tooth loss with all-cause and cause-specific mortality in the Sister Study . Journal of Clinical Periodontology . 2021 Dec;48(12):1597-604. Epub 2021 Oct 17.",sister_189
"Xu Z, Niu L, Taylor JA",The ENmix DNA methylation analysis pipeline for Illumina BeadChip and comparisons with seven other preprocessing pipelines,2021,3,"Xu Z, Niu L, Taylor JA. The ENmix DNA methylation analysis pipeline for Illumina BeadChip and comparisons with seven other preprocessing pipelines. Clinical Epigenetics . 2021 Dec 9;13(1):216.",sister_190
"Xu Z, Taylor JA",Reliability of DNA methylation measures using Illumina methylation beadchip,2021,2,"Xu Z, Taylor JA. Reliability of DNA methylation measures using Illumina methylation beadchip . Epigenetics . 2021 May;16(5):495-502. Epub 2020 Aug 15.",sister_191
"Yadav S, Hu C, Nathanson KL, Weitzel JN, Goldgar DE, Kraft P, Gnanaolivu RD, Na J, Huang H, Boddicker NJ, Larson N, Gao C, Yao S, Weinberg C, Vachon CM, Trentham&#45;Dietz A, Taylor JA, Sandler DR, Patel A, Palmer JR, Olson JE, Neuhausen S, Martinez E, Lindstrom S, Lacey JV, Kurian AW, John EM, Haiman C, Bernstein L, Auer PW, Anton&#45;Culver H, Ambrosone CB, Karam R, Chao E, Yussuf A, Pesaran T, Dolinsky JS, Hart SN, LaDuca H, Polley EC, Domchek SM, Couch FJ",Germline pathogenic variants in cancer predisposition genes among women with invasive lobular carcinoma of the breast,2021,42,"Yadav S, Hu C, Nathanson KL, Weitzel JN, Goldgar DE, Kraft P, Gnanaolivu RD, Na J, Huang H, Boddicker NJ, Larson N, Gao C, Yao S, Weinberg C, Vachon CM, Trentham&#45;Dietz A, Taylor JA, Sandler DR, Patel A, Palmer JR, Olson JE, Neuhausen S, Martinez E, Lindstrom S, Lacey JV, Kurian AW, John EM, Haiman C, Bernstein L, Auer PW, Anton&#45;Culver H, Ambrosone CB, Karam R, Chao E, Yussuf A, Pesaran T, Dolinsky JS, Hart SN, LaDuca H, Polley EC, Domchek SM, Couch FJ. Germline pathogenic variants in cancer predisposition genes among women with invasive lobular carcinoma of the breast . Journal of Clinical Oncology . 2021 Dec 10;39(35):3918-26. Epub 2021 Oct 21.",sister_192
"Andrew AS, O'Brien KM, Jackson BP, Sandler DP, Kaye WE, Wagner L, Stommel EW, Horton DK, Mehta P, Weinberg CR",Keratinous biomarker of mercury exposure associated with amyotrophic lateral sclerosis risk in a nationwide U,2020,10,"Andrew AS, O'Brien KM, Jackson BP, Sandler DP, Kaye WE, Wagner L, Stommel EW, Horton DK, Mehta P, Weinberg CR. Keratinous biomarker of mercury exposure associated with amyotrophic lateral sclerosis risk in a nationwide U.S. study . Amyotrophic Lateral Slerosis & Frontotemporal Degeneration . 2020 Aug;21(5-6):420-7. Epub 2020 Apr 24.",sister_193
"Chan AT, Drew DA, Nguyen LH, Joshi AD, Ma W, Guo CG, Lo CH, Mehta RS, Kwon S, Sikavi DR, Magicheva-Gupta MV, Fatehi ZS, Flynn JJ, Leonardo BM, Albert CM, Andreotti G, Beane-Freeman LE, Balasubramanian BA, Brownstein JS, Bruinsma F, Cowan AN, Deka A, Ernst ME, Figueiredo JC, Franks PW, Gardner CD, Ghobrial IM, Haiman CA, Hall JE, Deming-Halverson SL, Kirpach B, Lacey JV, Jr., Marchand LL, Marinac CR, Martinez ME, Milne RL, Murray AM, Nash D, Palmer JR, Patel AV, Rosenberg L, Sandler DP, Sharma SV, Schurman SH, Wilkens LR, Chavarro JE, Eliassen AH, Hart JE, Kang JH, Koenen KC, Kubzansky LD, Mucci LA, Ourselin S, Rich-Edwards JW, Song M, Stampfer MJ, Steves CJ, Willett WC, Wolf J, Spector T",The COronavirus Pandemic Epidemiology (COPE) Consortium: A call to action,2020,60,"Chan AT, Drew DA, Nguyen LH, Joshi AD, Ma W, Guo CG, Lo CH, Mehta RS, Kwon S, Sikavi DR, Magicheva-Gupta MV, Fatehi ZS, Flynn JJ, Leonardo BM, Albert CM, Andreotti G, Beane-Freeman LE, Balasubramanian BA, Brownstein JS, Bruinsma F, Cowan AN, Deka A, Ernst ME, Figueiredo JC, Franks PW, Gardner CD, Ghobrial IM, Haiman CA, Hall JE, Deming-Halverson SL, Kirpach B, Lacey JV, Jr., Marchand LL, Marinac CR, Martinez ME, Milne RL, Murray AM, Nash D, Palmer JR, Patel AV, Rosenberg L, Sandler DP, Sharma SV, Schurman SH, Wilkens LR, Chavarro JE, Eliassen AH, Hart JE, Kang JH, Koenen KC, Kubzansky LD, Mucci LA, Ourselin S, Rich-Edwards JW, Song M, Stampfer MJ, Steves CJ, Willett WC, Wolf J, Spector T. The COronavirus Pandemic Epidemiology (COPE) Consortium: A call to action . Cancer Epidemiology, Biomarkers & Prevention . 2020 Jul;29(7):1283-9. Epub 2020 May 5.",sister_194
"Diaz-Santana MV, O'Brien KM, D'Aloisio AA, Regalado G, Sandler DP, Weinberg CR",Perinatal and postnatal exposures and risk of young-onset breast cancer,2020,6,"Diaz-Santana MV, O'Brien KM, D'Aloisio AA, Regalado G, Sandler DP, Weinberg CR. Perinatal and postnatal exposures and risk of young-onset breast cancer . Breast Cancer Research . 2020 Aug 13;22(1):88.",sister_195
"Drew DA, Nguyen LH, Steves CJ, Menni C, Freydin M, Varsavsky T, Sudre CH, Cardoso MJ, Ourselin S, Wolf J, Spector TD, Chan AT; COPE Consortium [including NIEHS author: Sandler DP]",Rapid implementation of mobile technology for real-time epidemiology of COVID-19,2020,11,"Drew DA, Nguyen LH, Steves CJ, Menni C, Freydin M, Varsavsky T, Sudre CH, Cardoso MJ, Ourselin S, Wolf J, Spector TD, Chan AT; COPE Consortium [including NIEHS author: Sandler DP]. Rapid implementation of mobile technology for real-time epidemiology of COVID-19 . Science . 2020 Jun 19;368(6497):1362-7. Epub 2020 May 5.",sister_196
"Eberle CE, Sandler DP, Taylor KW, White AJ",Hair dye and chemical straightener use and breast cancer risk in a large US population of Black and White women,2020,4,"Eberle CE, Sandler DP, Taylor KW, White AJ. Hair dye and chemical straightener use and breast cancer risk in a large US population of Black and White women . International Journal of Cancer . 2020 Jul 15;147(2):383-91. Epub 2019 Dec 3.",sister_197
"Fachal L, Aschard H, Beesley J, Barnes DR, Allen J, Kar S, Pooley KA, Dennis J, Michailidou K, Turman C, Soucy P, Lemaçon A, Lush M, Tyrer JP, Ghoussaini M, Moradi Marjaneh M, Jiang X, , Sandler DP, , Taylor JA, , Weinberg CR, , Hunter D, Pharoah PDP, Chang-Claude J, García-Closas M, Schmidt MK, Milne RL, Kristensen VN, French JD, Edwards SL, Antoniou AC, Chenevix-Trench G, Simard J, Easton DF, Kraft P, Dunning AM",Fine-mapping of 150 breast cancer risk regions identifies 191 likely target genes,2020,35,"Fachal L, Aschard H, Beesley J, Barnes DR, Allen J, Kar S, Pooley KA, Dennis J, Michailidou K, Turman C, Soucy P, Lemaçon A, Lush M, Tyrer JP, Ghoussaini M, Moradi Marjaneh M, Jiang X, , Sandler DP, , Taylor JA, , Weinberg CR, , Hunter D, Pharoah PDP, Chang-Claude J, García-Closas M, Schmidt MK, Milne RL, Kristensen VN, French JD, Edwards SL, Antoniou AC, Chenevix-Trench G, Simard J, Easton DF, Kraft P, Dunning AM. Fine-mapping of 150 breast cancer risk regions identifies 191 likely target genes . Nature Genetics . 2020 Jan;52(1):56-73. Epub 2020 Jan 7.",sister_198
"Feng H, Gusev A, Pasaniuc B, Wu L, Long J, , Sandler DP, , Taylor JA, , Weinberg CR, , Milne RL, Easton DF, Chenevix-Trench G, Zheng W, Kraft P, Jiang X",Transcriptome-wide association study of breast cancer risk by estrogen-receptor status,2020,14,"Feng H, Gusev A, Pasaniuc B, Wu L, Long J, , Sandler DP, , Taylor JA, , Weinberg CR, , Milne RL, Easton DF, Chenevix-Trench G, Zheng W, Kraft P, Jiang X. Transcriptome-wide association study of breast cancer risk by estrogen-receptor status . Genetic Epidemiology . 2020 Jul 1;44(5):442-68. Epub 2020 Mar 1.",sister_199
"Fortner RT, Rice MS, Knutsen SF, Orlich MJ, Visvanathan K, Patel AV, Gaudet MM, Tjønneland A, Kvaskoff M, Kaaks R, Trichopolou A, Pala V, Onland-Moret NC, Gram IT, Amiano P, Idahl A, Allen NE, Weiderpass E, Poynter JN, Robien K, Giles GG, Milne RL, Setiawan VW, Merritt MA, van den Brandt PA, Zeleniuch-Jacquotte A, Arslan AA, O'Brien KM, Sandler DP, Wolk A, Håkansson N, Harris HR, Trabert B, Wentzensen N, Tworoger SS, Schouten LJ",Ovarian cancer risk factor associations by primary anatomic site: The Ovarian Cancer Cohort Consortium,2020,36,"Fortner RT, Rice MS, Knutsen SF, Orlich MJ, Visvanathan K, Patel AV, Gaudet MM, Tjønneland A, Kvaskoff M, Kaaks R, Trichopolou A, Pala V, Onland-Moret NC, Gram IT, Amiano P, Idahl A, Allen NE, Weiderpass E, Poynter JN, Robien K, Giles GG, Milne RL, Setiawan VW, Merritt MA, van den Brandt PA, Zeleniuch-Jacquotte A, Arslan AA, O'Brien KM, Sandler DP, Wolk A, Håkansson N, Harris HR, Trabert B, Wentzensen N, Tworoger SS, Schouten LJ. Ovarian cancer risk factor associations by primary anatomic site: The Ovarian Cancer Cohort Consortium . Cancer Epidemiology, Biomarkers & Prevention . 2020 Oct;29(10):2010-8. Epub 2020 Jul 30.",sister_200
"Gaston SA, Feinstein L, Slopen N, Sandler DP, Williams DR, Jackson CL",Everyday and major experiences of racial/ethnic discrimination and sleep health in a multiethnic population of U,2020,6,"Gaston SA, Feinstein L, Slopen N, Sandler DP, Williams DR, Jackson CL. Everyday and major experiences of racial/ethnic discrimination and sleep health in a multiethnic population of U.S. women: Findings from the Sister Study . Sleep Medicine . 2020 Jul;71:97-105. Epub 2020 Mar 21.",sister_201
"Goldberg M, D'Aloisio AA, O'Brien KM, Zhao S, Sandler DP",Pubertal timing and breast cancer risk in the Sister Study cohort,2020,5,"Goldberg M, D'Aloisio AA, O'Brien KM, Zhao S, Sandler DP. Pubertal timing and breast cancer risk in the Sister Study cohort . Breast Cancer Research . 2020 Oct 27;22(1):112. Epub 2020 Oct 27.",sister_202
"Guinter MA, Park YM, Steck SE, Sandler DP",Day-to-day regularity in breakfast consumption is associated with weight status in a prospective cohort of women,2020,4,"Guinter MA, Park YM, Steck SE, Sandler DP. Day-to-day regularity in breakfast consumption is associated with weight status in a prospective cohort of women . International Journal of Obesity . 2020 Jan;44(1):186-94. Epub 2019 Mar 29.",sister_203
"Huang T, Townsend MK, Wentzensen N, Trabert B, White E, Arslan AA, Weiderpass E, Buring JE, Clendenen TV, Giles GG, Lee IM, Milne RL, Onland-Moret NC, Peters U, Sandler DP, Schouten LJ, van den Brandt PA, Wolk A, Zeleniuch-Jacquotte A, Tworoger SS",Reproductive and hormonal factors and risk of ovarian cancer by tumor dominance: Results from the Ovarian Cancer Cohort Consortium (OC3),2020,20,"Huang T, Townsend MK, Wentzensen N, Trabert B, White E, Arslan AA, Weiderpass E, Buring JE, Clendenen TV, Giles GG, Lee IM, Milne RL, Onland-Moret NC, Peters U, Sandler DP, Schouten LJ, van den Brandt PA, Wolk A, Zeleniuch-Jacquotte A, Tworoger SS. Reproductive and hormonal factors and risk of ovarian cancer by tumor dominance: Results from the Ovarian Cancer Cohort Consortium (OC3) . Cancer Epidemiology, Biomarkers & Prevention . 2020 Jan;29(1):200-7. Epub 2019 Nov 12.",sister_204
"Jackson SS, Adami HO, Andreotti G, Beane-Freeman LE, de González AB, Buring JE, Fraser GE, Freedman ND, Gapstur SM, Gierach G, Giles GG, Grodstein F, Hartge P, Jenab M, Kirsh V, Knutsen SF, Lan Q, Larsson SC, Lee IM, Lee MH, Liao LM, Milne RL, Monroe KR, Neuhouser ML, O'Brien KM, Petrick JL, Purdue MP, Rohan TE, Sandin S, Sandler DP, Sawada N, Shadyab AH, Simon TG, Sinha R, Stolzenberg-Solomon R, Tsugane S, Weiderpass E, Wolk A, Yang HI, Zheng W, McGlynn KA, Campbell PT, Koshiol J",Associations between reproductive factors and biliary tract cancers in women from the Biliary Tract Cancers Pooling Project,2020,43,"Jackson SS, Adami HO, Andreotti G, Beane-Freeman LE, de González AB, Buring JE, Fraser GE, Freedman ND, Gapstur SM, Gierach G, Giles GG, Grodstein F, Hartge P, Jenab M, Kirsh V, Knutsen SF, Lan Q, Larsson SC, Lee IM, Lee MH, Liao LM, Milne RL, Monroe KR, Neuhouser ML, O'Brien KM, Petrick JL, Purdue MP, Rohan TE, Sandin S, Sandler DP, Sawada N, Shadyab AH, Simon TG, Sinha R, Stolzenberg-Solomon R, Tsugane S, Weiderpass E, Wolk A, Yang HI, Zheng W, McGlynn KA, Campbell PT, Koshiol J. Associations between reproductive factors and biliary tract cancers in women from the Biliary Tract Cancers Pooling Project . Journal of Hepatology . 2020 Oct;73(4):863-72. Epub 2020 May 11.",sister_205
"Jia M, Wu Z, Vogtmann E, O'Brien KM, Weinberg CR, Sandler DP, Gierach GL",The association between periodontal disease and breast cancer in a prospective cohort study,2020,7,"Jia M, Wu Z, Vogtmann E, O'Brien KM, Weinberg CR, Sandler DP, Gierach GL. The association between periodontal disease and breast cancer in a prospective cohort study . Cancer Prevention Research . 2020 Dec;13(12):1007-16. Epub 2020 Jul 29.",sister_206
"Kapoor PM, Lindström S, Behrens S, Wang X, Michailidou K, Bolla MK, Wang Q, Dennis J, Dunning AM, Pharoah PDP, Schmidt MK, Kraft P, García-Closas M, Easton DF, Milne RL, Chang-Claude J; Breast Cancer Association Consortium [Including NIEHS authors: O’Brien KM, Sandler DP, Taylor JA, and Weinberg CR]","Assessment of interactions between 205 breast cancer susceptibility loci and 13 established risk factors in relation to breast cancer risk, in the Breast Cancer Association Consortium",2020,18,"Kapoor PM, Lindström S, Behrens S, Wang X, Michailidou K, Bolla MK, Wang Q, Dennis J, Dunning AM, Pharoah PDP, Schmidt MK, Kraft P, García-Closas M, Easton DF, Milne RL, Chang-Claude J; Breast Cancer Association Consortium [Including NIEHS authors: O’Brien KM, Sandler DP, Taylor JA, and Weinberg CR]. Assessment of interactions between 205 breast cancer susceptibility loci and 13 established risk factors in relation to breast cancer risk, in the Breast Cancer Association Consortium . International Journal of Epidemiology . 2020 Feb 1;49(1):216-32. Epub 2019 Oct 12.",sister_207
"Keller JP, Szpiro AA",Selecting a scale for spatial confounding adjustment,2020,2,"Keller JP, Szpiro AA. Selecting a scale for spatial confounding adjustment . Journal of the Royal Statistical Society Series A, Statistics in Society . 2020 Jun;183(3):1121-43. Epub 2020 Mar 11.",sister_208
"Kresovich JK, O'Brien KM, Xu Z, Weinberg CR, Sandler DP, Taylor JA",Prediagnostic immune cell profiles and breast cancer,2020,6,"Kresovich JK, O'Brien KM, Xu Z, Weinberg CR, Sandler DP, Taylor JA. Prediagnostic immune cell profiles and breast cancer . JAMA Network Open . 2020 Jan 3;3(1):e1919536. Epub 2020 Jan 17.",sister_209
"Kresovich JK, Parks CG, Sandler DP, Weinberg CR, Taylor JA",The role of blood cell composition in epidemiologic studies of telomeres,2020,5,"Kresovich JK, Parks CG, Sandler DP, Weinberg CR, Taylor JA. The role of blood cell composition in epidemiologic studies of telomeres . Epidemiology . 2020 Jul;31(4):e34-6.",sister_210
"Lawrence KG, Kresovich JK, O'Brien KM, Hoang TT, Xu Z, Taylor JA, Sandler DP",Association of neighborhood deprivation with epigenetic aging using 4 clock metrics,2020,7,"Lawrence KG, Kresovich JK, O'Brien KM, Hoang TT, Xu Z, Taylor JA, Sandler DP. Association of neighborhood deprivation with epigenetic aging using 4 clock metrics . JAMA Network Open . 2020 Nov 2;3(11):e2024329. Epub 2020 Nov 4.",sister_211
"Lee S, Chang AM, Buxton OM, Jackson CL",Various types of perceived job discrimination and sleep health among working women: Findings from the Sister Study,2020,4,"Lee S, Chang AM, Buxton OM, Jackson CL. Various types of perceived job discrimination and sleep health among working women: Findings from the Sister Study . American Journal of Epidemiology . 2020 Oct 1;189(10):1143-53. Epub 2020 May 14.",sister_212
"Lo JJ, Park YM, Sinha R, Sandler DP",Association between meat consumption and risk of breast cancer: Findings from the Sister Study,2020,4,"Lo JJ, Park YM, Sinha R, Sandler DP. Association between meat consumption and risk of breast cancer: Findings from the Sister Study . International Journal of Cancer . 2020 Apr 15;146(8):2156-65. Epub 2019 Aug 6.",sister_213
"Mehta SS, Arroyave WD, Lunn RM, Park YM, Boyd WA, Sandler DP",A prospective analysis of red and processed meat consumption and risk of colorectal cancer in women,2020,6,"Mehta SS, Arroyave WD, Lunn RM, Park YM, Boyd WA, Sandler DP. A prospective analysis of red and processed meat consumption and risk of colorectal cancer in women . Cancer Epidemiology, Biomarkers & Prevention . 2020 Jan;29(1):141-50. Epub 2019 Oct 1.",sister_214
"Nguyen LH, Drew DA, Graham MS, Joshi AD, Guo CG, Ma W, Mehta RS, Warner ET, Sikavi DR, Lo CH, Kwon S, Song M, Mucci LA, Stampfer MJ, Willett WC, Eliassen AH, Hart JE, Chavarro JE, Rich-Edwards JW, Davies R, Capdevila J, Lee KA, Lochlainn MN, Varsavsky T, Sudre CH, Cardoso MJ, Wolf J, Spector TD, Ourselin S, Steves CJ, Chan AT; COronavirus Pandemic Epidemiology Consortium [including NIEHS author: Sandler DP]",Risk of COVID-19 among front-line health-care workers and the general community: A prospective cohort study,2020,30,"Nguyen LH, Drew DA, Graham MS, Joshi AD, Guo CG, Ma W, Mehta RS, Warner ET, Sikavi DR, Lo CH, Kwon S, Song M, Mucci LA, Stampfer MJ, Willett WC, Eliassen AH, Hart JE, Chavarro JE, Rich-Edwards JW, Davies R, Capdevila J, Lee KA, Lochlainn MN, Varsavsky T, Sudre CH, Cardoso MJ, Wolf J, Spector TD, Ourselin S, Steves CJ, Chan AT; COronavirus Pandemic Epidemiology Consortium [including NIEHS author: Sandler DP]. Risk of COVID-19 among front-line health-care workers and the general community: A prospective cohort study . The Lancet Public Health . 2020 Sep;5(9):e475-e83. Epub 2020 Jul 31.",sister_215
"Niehoff NM, Keil AP, O'Brien KM, Jackson BP, Karagas MR, Weinberg CR, White AJ",Metals and trace elements in relation to body mass index in a prospective study of US women,2020,7,"Niehoff NM, Keil AP, O'Brien KM, Jackson BP, Karagas MR, Weinberg CR, White AJ. Metals and trace elements in relation to body mass index in a prospective study of US women . Environmental Research . 2020 May;184:109396. Epub 2020 Mar 16.",sister_216
"O'Brien KM, Tworoger SS, Harris HR, Anderson GL, Weinberg CR, Trabert B, Kaunitz AM, D'Aloisio AA, Sandler DP, Wentzensen N",Association of powder use in the genital area with risk of ovarian cancer,2020,10,"O'Brien KM, Tworoger SS, Harris HR, Anderson GL, Weinberg CR, Trabert B, Kaunitz AM, D'Aloisio AA, Sandler DP, Wentzensen N. Association of powder use in the genital area with risk of ovarian cancer . JAMA . 2020 Jan 7;323(1):49-59.",sister_217
"Palmer JR, Polley EC, Hu C, John EM, Haiman C, Hart SN, Gaudet M, Pal T, Anton-Culver H, Trentham-Dietz A, Bernstein L, Ambrosone CB, Bandera EV, Bertrand KA, Bethea TN, Gao C, Gnanaolivu RD, Huang H, Lee KY, LeMarchand L, Na J, Sandler DP, Shah PD, Yadav S, Yang W, Weitzel JN, Domchek SM, Goldgar DE, Nathanson KL, Kraft P, Couch FJ",Contribution of germline predisposition gene mutations to breast cancer risk in African American women,2020,31,"Palmer JR, Polley EC, Hu C, John EM, Haiman C, Hart SN, Gaudet M, Pal T, Anton-Culver H, Trentham-Dietz A, Bernstein L, Ambrosone CB, Bandera EV, Bertrand KA, Bethea TN, Gao C, Gnanaolivu RD, Huang H, Lee KY, LeMarchand L, Na J, Sandler DP, Shah PD, Yadav S, Yang W, Weitzel JN, Domchek SM, Goldgar DE, Nathanson KL, Kraft P, Couch FJ. Contribution of germline predisposition gene mutations to breast cancer risk in African American women . Journal of the National Cancer Institute . 2020 Dec 14;112(12):1213-21.",sister_218
