pub_year,title,author_field,journal,paper_id
2020,A Novel Computational Proxy for Characterizing Cognitive Reserve in Alzheimer's Disease,"Zhang, Y, Hao, YJ, Li, L, Xia, K, Wu, GR and Alzheimers Dis Neuroimaging, I",Journal Journal of Alzheimers Disease;,adni_3677
2020,High Dimensional Single-Index Bayesian Modeling of Brain Atrophy,"Roy, A, Ghosal, S, Choudhury, KR and Alzheimers Dis Neuroimaging, I",Journal Bayesian Analysis;,adni_3678
2020,Multimodal multitask deep learning model for Alzheimer’s disease progression detection based on time series data,"El-Sappagh, S, Abuhmed, T, Islam, SR and Kwak, KS",Journal Neurocomputing;,adni_3679
2020,Identifying the best data-driven feature selection method for boosting reproducibility in classification tasks,"Georges, N, Mhiri, I, Rekik, I and Alzheimers Dis Neuroimaging, I",Journal Pattern Recognition;,adni_3680
2020,Association of common genetic variants with brain microbleeds: A genome-wide association study,"Knol, MJ, Lu, D, Traylor, M, Adams, HHH, Romero, JRJ, Smith, AV, Fornage, M, Hofer, E, Liu, J, Hostettler, IC, Luciano, M, Trompet, S, Giese, AK, Hilal, S, van den Akker, EB, Vojinovic, D, Li, S, Sigurdsson, S, van der Lee, SJ, Jack, CR, Jr., Wilson, D, Yilmaz, P, Satizabal, CL, Liewald, DCM, van der Grond, J, Chen, C, Saba, Y, van der Lugt, A, Bastin, ME, Windham, BG, Cheng, CY, Pirpamer, L, Kantarci, K, Himali, JJ, Yang, Q, Morris, Z, Beiser, AS, Tozer, DJ, Vernooij, MW, Amin, N, Beekman, M, Koh, JY, Stott, DJ, Houlden, H, Schmidt, R, Gottesman, RF, MacKinnon, AD, DeCarli, C, Gudnason, V, Deary, IJ, van Duijn, CM, Slagboom, PE, Wong, TY, Rost, NS, Jukema, JW, Mosley, TH, Werring, DJ, Schmidt, H, Wardlaw, JM, Ikram, MA, Seshadri, S, Launer, LJ and Markus, HS",Journal Neurology;,adni_3681
2020,Exploring a Cost-Efficient Model for Predicting Cerebral Aβ Burden Using MRI and Neuropsychological Markers in the ADNI-2 Cohort,"Ko, H, Park, S, Kwak, S, Ihm, J and For The Adni Research, G",Journal J Pers Med;,adni_3682
2020,Select Atrophied Regions in Alzheimer disease (SARA): An improved volumetric model for identifying Alzheimer disease dementia,"Koenig, LN, Day, GS, Salter, A, Keefe, S, Marple, LM, Long, J, LaMontagne, P, Massoumazada, P, Snider, BJ, Kanthamneni, M, Raji, CA, Ghoshal, N, Gordon, BA, Miller-Thomas, M, Morris, JC, Shimony, JS and Benzinger, TLS",Journal Neuroimage Clin;,adni_3683
2020,MALINI (Machine Learning in NeuroImaging): A MATLAB toolbox for aiding clinical diagnostics using resting-state fMRI data,"Lanka, P, Rangaprakash, D, Gotoor, SSR, Dretsch, MN, Katz, JS, Denney, TS, Jr. and Deshpande, G",Journal Data Brief;,adni_3684
2020,Diagnosis of early Alzheimer's disease based on dynamic high order networks,"Lei, B, Yu, S, Zhao, X, Frangi, AF, Tan, EL, Elazab, A, Wang, T and Wang, S",Journal Brain Imaging Behav;,adni_3685
2020,Adaptive Sparse Learning using Multi-template for Neurodegenerative Disease Diagnosis,"Lei, B, Zhao, Y, Huang, Z, Hao, X, Zhou, F, Elazab, A, Qin, J and Lei, H",Journal Medical Image Analysis;,adni_3686
2020,Classification of Mild Cognitive Impairment Based on a Combined High-Order Network and Graph Convolutional Network,"Song, X, Elazab, A and Zhang, Y",Journal IEEE Access;,adni_3687
2020,Optimal Sparse Linear Prediction for Block-missing Multi-modality Data Without Imputation,"Yu, G, Li, QF, Shen, DG and Liu, YF",Journal Journal of the American Statistical Association;,adni_3688
2020,APOE ε4/ε4 homozygotes with early Alzheimer's disease show accelerated hippocampal atrophy and cortical thinning that correlates with cognitive decline,"Abushakra, S, Porsteinsson, AP, Sabbagh, M, Bracoud, L, Schaerer, J, Power, A, Hey, JA, Scott, D, Suhy, J and Tolar, M",Journal Alzheimers Dement (N Y);,adni_3689
2020,Associations between Vascular Function and Tau PET Are Associated with Global Cognition and Amyloid,"Albrecht, D, Isenberg, AL, Stradford, J, Monreal, T, Sagare, A, Pachicano, M, Sweeney, M, Toga, A, Zlokovic, B, Chui, H, Joe, E, Schneider, L, Conti, P, Jann, K and Pa, J",Journal Journal of Neuroscience;,adni_3690
2020,Zero Echo Time MRAC on FDG-PET/MR Maintains Diagnostic Accuracy for Alzheimer's Disease; A Simulation Study Combining ADNI-Data,"Ando, T, Kemp, B, Warnock, G, Sekine, T, Kaushik, S, Wiesinger, F and Delso, G",Journal Front Neurosci;,adni_3691
2020,Reduction of recruitment costs in preclinical AD trials: validation of automatic pre-screening algorithm for brain amyloidosis,"Ansart, M, Epelbaum, S, Gagliardi, G, Colliot, O, Dormont, D, Dubois, B, Hampel, H and Durrleman, S",Journal Stat Methods Med Res;,adni_3692
2020,Detecting earlier stages of amyloid deposition using PET in cognitively normal elderly adults,"Guo, T, Landau, SM and Jagust, WJ",Journal Neurology;,adni_3693
2020,Ambivert degree identifies crucial brain functional hubs and improves detection of Alzheimer's Disease and Autism Spectrum Disorder,"Gupta, S, Rajapakse, JC, Welsch, RE and Alzheimer's Dis Neuroimaging, I",Journal Neuroimage-Clinical;,adni_3694
2020,"Classification and Graphical Analysis of Alzheimer's Disease and Its Prodromal Stage Using Multimodal Features From Structural, Diffusion, and Functional Neuroimaging Data and the APOE Genotype","Gupta, Y, Kim, JI, Kim, BC and Kwon, GR",Journal Front Aging Neurosci;,adni_3695
2020,Semiparametric Bayesian multiple imputation for regression models with missing mixed continuous-discrete covariates,"Kato, R and Hoshino, T",Journal Annals of the Institute of Statistical Mathematics;,adni_3696
2020,Bayesian longitudinal spectral estimation with application to resting-state fMRI data analysis,"Dai, N, Jones, GL and Fiecas, M",Journal Econometrics and Statistics;,adni_3697
2020,Multimodal (18)F-AV-1451 and MRI Findings in Nonfluent Variant of Primary Progressive Aphasia: Possible Insights on Nodal Propagation of Tau Protein Across the Syntactic Network,"Pascual, B, Funk, Q, Zanotti-Fregonara, P, Pal, N, Rockers, E, Yu, M, Spann, B, Román, GC, Schulz, PE, Karmonik, C, Appel, SH and Masdeu, JC",,adni_3698
2020,Scalable Bayesian Regression in High Dimensions With Multiple Data Sources,"Perrakis, K, Mukherjee, S and Alzheimers Dis Neuroimaging, I",Journal Journal of Computational and Graphical Statistics;,adni_3699
2020,A Novel Individual Metabolic Brain Network for 18F-FDG PET Imaging,"Huang, SY, Hsu, JL, Lin, KJ, Hsiao, IT and Alzheimers Dis Neuroimaging, I",Journal Frontiers in Neuroscience;,adni_3702
2020,Designing weighted correlation kernels in convolutional neural networks for functional connectivity based brain disease diagnosis,"Jie, B, Liu, M, Lian, C, Shi, F and Shen, D",Journal Med Image Anal;,adni_3703
2020,Memory impairment and Alzheimer's disease pathology in individuals with MCI who underestimate or overestimate their decline,"Bregman, N, Kavé, G, Zeltzer, E and Biran, I",Journal Int J Geriatr Psychiatry;,adni_3708
2020,"Self-reported obstructive sleep apnea, amyloid and tau burden, and Alzheimer's disease time-dependent progression","Bubu, OM, Umasabor-Bubu, OQ, Turner, AD, Parekh, A, Mullins, AE, Kam, K, Birckbichler, MK, Mukhtar, F, Mbah, AK, Williams, NJ, Rapoport, DM, de Leon, M, Jean-Louis, G, Ayappa, I, Varga, AW, Osorio, RS and Alzheimers Dis Neuroimaging, I",Journal Alzheimers & Dementia;,adni_3709
2020,Multi-View Based Multi-Model Learning for MCI Diagnosis,"Cao, P, Gao, J and Zhang, Z",Journal Brain Sci;,adni_3710
2020,Women can bear a bigger burden: Ante-and post-mortem evidence for reserve in the face of tau,"Digma, LA, Madsen, JR, Rissman, RA, Jacobs, DM, Brewer, JB and Banks, SJ",Journal Brain communications;,adni_3712
2020,Applying surface-based morphometry to study ventricular abnormalities of cognitively unimpaired subjects prior to clinically significant memory decline,"Dong, QX, Zhang, W, Stonnington, CM, Wu, JF, Gutman, BA, Chen, KW, Su, Y, Baxter, LC, Thompson, PM, Reiman, EM, Caselli, RJ and Wang, YL",Journal Neuroimage-Clinical;,adni_3713
2020,PET Amyloid and Tau Status Are Differently Affected by Patient Features,"Tan, MS, Yang, YX, Wang, HF, Xu, W, Tan, CC, Zuo, CT, Dong, Q, Tan, L, Yu, JT and Alzheimers Dis Neuroimaging, I",Journal Journal of Alzheimers Disease;,adni_3714
2020,The variability of functional MRI brain signal increases in Alzheimer's disease at cardiorespiratory frequencies,"Tuovinen, T, Kananen, J, Rajna, Z, Lieslehto, J, Korhonen, V, Rytty, R, Mattila, H, Huotari, N, Raitamaa, L, Helakari, H, Abou Elseoud, A, Kruger, J, LeVan, P, Tervonen, O, Hennig, J, Remes, AM, Nedergaard, M and Kiviniemi, V",Journal Scientific Reports;,adni_3715
2020,The risk prediction of Alzheimer's disease based on the deep learning model of brain 18F-FDG positron emission tomography,"Yang, Z and Liu, Z",Journal Saudi J Biol Sci;,adni_3716
2020,Quantifying brain metabolism from FDG-PET images into a probability of Alzheimer's dementia score,"Yee, E, Popuri, K, Beg, MF and Alzheimers Dis Neuroimaging, I",Journal Human Brain Mapping;,adni_3717
2020,Particulate matter and episodic memory decline mediated by early neuroanatomic biomarkers of Alzheimer's disease,"Younan, D, Petkus, AJ, Widaman, KF, Wang, XH, Casanova, R, Espeland, MA, Gatz, M, Henderson, VW, Manson, JE, Rapp, SR, Sachs, BC, Serre, ML, Gaussoin, SA, Barnard, R, Saldana, S, Vizuete, W, Beavers, DP, Salinas, JA, Chui, HC, Resnick, SM, Shumaker, SA and Chen, JC",Journal Brain;,adni_3718
2020,Effects of Smoking on Regional Homogeneity in Mild Cognitive Impairment: A Resting-State Functional MRI Study,"Zhang, T, Luo, X, Zeng, Q, Fu, Y, Li, Z, Li, K, Liu, X, Huang, P, Chen, Y, Zhang, M and Liu, Z",Journal Front Aging Neurosci;,adni_3719
2020,Higher Plasma APOC-III Was Associated with a Slower Reduction of beta-Amyloid Levels in Cerebrospinal Fluid Among Older Individuals Without Dementia,"Zhang, XY and Alzheimers Dis Neuroimaging, I",Journal Neuropsychiatric Disease and Treatment;,adni_3720
2020,"Tractostorm: The what, why, and how of tractography dissection reproducibility","Rheault, F, De Benedictis, A, Daducci, A, Maffei, C, Tax, CMW, Romascano, D, Caverzasi, E, Morency, FC, Corrivetti, F, Pestilli, F, Girard, G, Theaud, G, Zemmoura, I, Hau, J, Glavin, K, Jordan, KM, Pomiecko, K, Chamberland, M, Barakovic, M, Goyette, N, Poulin, P, Chenot, Q, Panesar, SS, Sarubbo, S, Petit, L and Descoteaux, M",Journal Hum Brain Mapp;,adni_3721
2020,Anti-inflammatories in Alzheimer's disease-potential therapy or spurious correlate?,"Rivers-Auty, J, Mather, AE, Peters, R, Lawrence, CB, Brough, D and Alzheimers Dis Neuroimaging, I",Journal Brain Communications;,adni_3722
2020,FDG-PET hypermetabolism is associated with higher tau-PET in mild cognitive impairment at low amyloid-PET levels,"Rubinski, A, Franzmeier, N, Neitzel, J and Ewers, M",Journal Alzheimers Res Ther;,adni_3723
2020,Bayesian sparse heritability analysis with high-dimensional neuroimaging phenotypes,"Zhao, Y, Li, T and Zhu, H",Journal Biostatistics;,adni_3724
2020,Application of Generalized Split Linearized Bregman Iteration algorithm for Alzheimer's disease prediction,"Zheng, W, Cui, B, Sun, Z, Li, X, Han, X, Yang, Y, Li, K, Hu, L and Wang, Z",Journal Aging (Albany NY);,adni_3725
2020,Long Range Early Diagnosis of Alzheimer's Disease Using Longitudinal MR Imaging Data,"Zhu, Y, Kim, M, Zhu, X, Kaufer, D and Wu, G",Journal Medical Image Analysis;,adni_3726
2020,Endocytosis-pathway polygenic scores affects the hippocampal network connectivity and individualized identification across the high-risk of Alzheimer’s disease,"Zhu, Y, Zang, F, Liu, X, Fan, D, Zhang, Q, Ren, Q, Xie, C and for the Alzheimer’s Disease Neuroimaging, I",Journal Brain Imaging and Behavior;,adni_3727
2020,A distributed multitask multimodal approach for the prediction of Alzheimer's disease in a longitudinal study,"Tabarestani, S, Aghili, M, Eslami, M, Cabrerizo, M, Barreto, A, Rishe, N, Curiel, RE, Loewenstein, D, Duara, R and Adjouadi, M",Journal Neuroimage;,adni_3728
2020,Choroid Plexus Volume is Associated With Levels of CSF Proteins: Relevance for Alzheimer’s and Parkinson’s Disease,"Tadayon, E, Pascual-Leone, A, Press, D, Santarnecchi, E and Initiative, AsDN",Journal Neurobiology of Aging;,adni_3729
2020,Modifying the minimum criteria for diagnosing amnestic MCI to improve prediction of brain atrophy and progression to Alzheimer's disease,"Vuoksimaa, E, McEvoy, LK, Holland, D, Franz, CE, Kremen, WS and Alzheimers Dis Neuroimaging, I",Journal Brain Imaging and Behavior;,adni_3730
2020,The age-dependent associations of white matter hyperintensities and neurofilament light in early- and late-stage Alzheimer's disease,"Walsh, P, Sudre, CH, Fiford, CM, Ryan, NS, Lashley, T, Frost, C and Barnes, J",Journal Neurobiol Aging;,adni_3731
2020,Using practice effects for targeted trials or sub-group analysis in Alzheimer's disease: How practice effects predict change over time,"Wang, G, Kennedy, RE, Goldberg, TE, Fowler, ME, Cutter, GR and Schneider, LS",Journal PLoS One;,adni_3732
2020,APOE ε4 Allele Is Associated with Elevated Levels of CSF VILIP-1 in Preclinical Alzheimer's Disease,"Wang, L, Zhang, M, Wang, Q, Jiang, X, Li, K and Liu, J",Journal Neuropsychiatr Dis Treat;,adni_3733
2020,Is tau in the absence of amyloid on the Alzheimer's continuum?: A study of discordant PET positivity,"Weigand, AJ, Bangen, KJ, Thomas, KR, Delano-Wood, L, Gilbert, PE, Brickman, AM and Bondi, MW",Journal Brain Commun;,adni_3734
2020,Association of anticholinergic medications and AD biomarkers with incidence of MCI among cognitively normal older adults,"Weigand, AJ, Bondi, MW, Thomas, KR, Campbell, NL, Galasko, DR, Salmon, DP, Sewell, D, Brewer, JB, Feldman, HH and Delano-Wood, L",Journal Neurology;,adni_3735
2020,Co-Sparse Reduced Rank Regression for Association Analysis between Imaging Phenotypes and Genetic Variants,"Wen, C, Ba, H, Pan, W and Huang, M",Journal Bioinformatics;,adni_3736
2020,Convolutional neural networks for classification of Alzheimer's disease: Overview and reproducible evaluation,"Wen, J, Thibeau-Sutre, E, Diaz-Melo, M, Samper-González, J, Routier, A, Bottani, S, Dormont, D, Durrleman, S, Burgos, N and Colliot, O",Journal Med Image Anal;,adni_3737
2020,Sociodemographic data and APOE-ε4 augmentation for MRI-based detection of amnestic mild cognitive impairment using deep learning systems,"Pelka, O, Friedrich, CM, Nensa, F, Mönninghoff, C, Bloch, L, Jöckel, KH, Schramm, S, Sanchez Hoffmann, S, Winkler, A, Weimar, C and Jokisch, M",Journal PLoS One;,adni_3738
2020,A Longitudinal Study of Changes in Resting-State Functional Magnetic Resonance Imaging Functional Connectivity Networks During Healthy Aging,"Oschmann, M and Gawryluk, JR",Journal Brain Connectivity;,adni_3740
2020,"The impact of demographic, clinical, genetic, and imaging variables on tau PET status","Ossenkoppele, R, Leuzy, A, Cho, H, Sudre, CH, Strandberg, O, Smith, R, Palmqvist, S, Mattsson-Carlgren, N, Olsson, T, Jogi, J, Stormrud, E, Ryu, YH, Choi, JY, Boxer, AL, Gorno-Tempini, ML, Miller, BL, Soleimani-Meigooni, D, Iaccarino, L, La Joie, R, Borroni, E, Klein, G, Pontecorvo, MJ, Devous, MD, Villeneuve, S, Lyoo, CH, Rabinovici, GD, Hansson, O and Grp, P-AR",Journal European Journal of Nuclear Medicine and Molecular Imaging;,adni_3741
2020,Predicting Alzheimer's disease based on survival data and longitudinally measured performance on cognitive and functional scales,"Wu, Y, Zhang, XN, He, Y, Cui, J, Ge, XY, Han, HJ, Luo, YH, Liu, L, Wang, XX, Yu, HM and Alzheimer's Dis Neuroimaging, I",Journal Psychiatry Research;,adni_3742
2020,Longitudinal atrophy in early Braak regions in preclinical Alzheimer's disease,"Xie, L, Wisse, LEM, Das, SR, Vergnet, N, Dong, M, Ittyerah, R, de Flores, R, Yushkevich, PA and Wolk, DA",Journal Hum Brain Mapp;,adni_3743
2020,Brain-wide structural connectivity alterations under the control of Alzheimer risk genes,"Yan, J, Raja, VV, Huang, Z, Amico, E, Nho, K, Fang, S, Sporns, O, Wu, YC, Saykin, A, Goni, J and Shen, L",Journal Int J Comput Biol Drug Des;,adni_3744
2020,Cerebellar Volume Is Associated with Cognitive Decline in Mild Cognitive Impairment: Results from ADNI,"Lin, CY, Chen, CH, Tom, SE and Kuo, SH",Journal Cerebellum;,adni_3747
2020,A Combined Deep-Learning and Lattice Boltzmann Model for Segmentation of the Hippocampus in MRI,"Liu, Y and Yan, Z",Journal Sensors (Basel);,adni_3748
2020,Genetic Risk for Alzheimer's Disease Moderates the Association Between Medial Temporal Lobe Volume and Episodic Memory Performance Among Older Adults,"Prieto, S, Valerio, KE, Moody, JN, Hayes, SM, Hayes, JP and Alzheimer's Dis, N",Journal Journal of Alzheimers Disease;,adni_3749
2020,Automatic assessment of Alzheimer's disease diagnosis based on deep learning techniques,"Puente-Castro, A, Fernandez-Blanco, E, Pazos, A and Munteanu, CR",Journal Comput Biol Med;,adni_3750
2020,Density-based clustering of static and dynamic functional MRI connectivity features obtained from subjects with cognitive impairment,"Rangaprakash, D, Odemuyiwa, T, Narayana Dutt, D and Deshpande, G",Journal Brain Inform;,adni_3751
2020,The Association Between Biomarkers and Neuropsychiatric Symptoms Across the Alzheimer's Disease Spectrum,"Banning, LCP, Ramakers, I, Kohler, S, Bron, EE, Verhey, FRJ, de Deyn, PP, Claassen, J, Koek, HL, Middelkoop, HAM, van der Flier, WM, van der Lugt, A, Aalten, P, Alzheimers Dis Neuroimaging, I and Parelsnoer Inst, N",Journal American Journal of Geriatric Psychiatry;,adni_3752
2020,Association of Klotho-VS Heterozygosity With Risk of Alzheimer Disease in Individuals Who Carry APOE4,"Belloy, ME, Napolioni, V, Han, SS, Le Guen, Y and Greicius, MD",Journal JAMA Neurol;,adni_3753
2020,Amyloid-β Positivity Predicts Cognitive Decline but Cognition Predicts Progression to Amyloid-β Positivity,"Elman, JA, Panizzon, MS, Gustavson, DE, Franz, CE, Sanderson-Cimino, ME, Lyons, MJ and Kremen, WS",Journal Biol Psychiatry;,adni_3755
2020,Machine Learning Predictive Models Can Improve Efficacy of Clinical Trials for Alzheimer's Disease,"Ezzati, A and Lipton, RB",Journal J Alzheimers Dis;,adni_3756
2020,Basal forebrain volume reliably predicts the cortical spread of Alzheimer's degeneraion,"Fernandez-Cabello, S, Kronbichler, M, Van Dijk, KRA, Goodman, JA, Spreng, RN, Schmitz, TW and Alzheimer's Dis Neuroimaging, I",Journal Brain;,adni_3757
2020,Small vessel disease more than Alzheimer's disease determines diffusion MRI alterations in memory clinic patients,"Finsterwalder, S, Vlegels, N, Gesierich, B, Araque Caballero, M, Weaver, NA, Franzmeier, N, Georgakis, MK, Konieczny, MJ, Koek, HL, Karch, CM, Graff-Radford, NR, Salloway, S, Oh, H, Allegri, RF, Chhatwal, JP, Jessen, F, Düzel, E, Dobisch, L, Metzger, C, Peters, O, Incesoy, EI, Priller, J, Spruth, EJ, Schneider, A, Fließbach, K, Buerger, K, Janowitz, D, Teipel, SJ, Kilimann, I, Laske, C, Buchmann, M, Heneka, MT, Brosseron, F, Spottke, A, Roy, N, Ertl-Wagner, B, Scheffler, K, Seo, SW, Kim, Y, Na, DL, Kim, HJ, Jang, H, Ewers, M, Levin, J, Schmidt, R, Pasternak, O, Dichgans, M, Biessels, GJ and Duering, M",Journal Alzheimers Dement;,adni_3758
2020,Feasibility study of a PET-only amyloid quantification method: a comparison with visual interpretation,"Shimokawa, N, Akamatsu, G, Kadosaki, M and Sasaki, M",Journal Ann Nucl Med;,adni_3759
2020,Effect of apolipoprotein E ε4 allele on the progression of cognitive decline in the early stage of Alzheimer's disease,"Suzuki, K, Hirakawa, A, Ihara, R, Iwata, A, Ishii, K, Ikeuchi, T, Sun, CK, Donohue, M and Iwatsubo, T",Journal Alzheimers Dement (N Y);,adni_3760
2020,Performance gains with Compute Unified Device Architecture-enabled eddy current correction for diffusion MRI,"Maller, JJ, Grieve, SM, Vogrin, SJ and Welton, T",Journal Neuroreport;,adni_3761
2020,CSF cutoffs for MCI due to AD depend on APOE epsilon 4 carrier status,"Marizzoni, M, Ferrari, C, Babiloni, C, Albani, D, Barkhof, F, Cavaliere, L, Didic, M, Forloni, G, Fusco, F, Galluzzi, S, Hensch, T, Jovicich, J, Marra, C, Molinuevo, JL, Nobili, F, Parnetti, L, Payoux, P, Ranjeva, JP, Ribaldi, F, Rolandi, E, Rossini, PM, Salvatore, M, Soricelli, A, Tsolaki, M, Visser, PJ, Wiltfang, J, Richardson, JC, Bordet, R, Blin, O and Frisoni, GB",Journal Neurobiology of Aging;,adni_3762
2020,"Targeting the uncertainty of predictions at patient-level using an ensemble of classifiers coupled with calibration methods, Venn-ABERS, and Conformal Predictors: A case study in AD","Pereira, T, Cardoso, S, Guerreiro, M, Mendonca, Ad and Madeira, SC",Journal J Biomed Inform;,adni_3763
2020,Application of Deep Learning to Predict Standardized Uptake Value Ratio and Amyloid Status on (18)F-Florbetapir PET Using ADNI Data,"Reith, F, Koran, ME, Davidzon, G and Zaharchuk, G",Journal AJNR Am J Neuroradiol;,adni_3764
2020,Associating Multi-Modal Brain Imaging Phenotypes and Genetic Risk Factors via a Dirty Multi-Task Learning Method,"Du, L, Liu, F, Liu, KF, Yao, XH, Risacher, SL, Han, JW, Saykin, AJ and Shen, L",Journal Ieee Transactions on Medical Imaging;,adni_3766
2020,NeuroMark: An automated and adaptive ICA based pipeline to identify reproducible fMRI markers of brain disorders,"Du, YH, Fu, ZN, Sui, J, Gao, S, Xing, Y, Lin, DD, Salman, M, Abrol, A, Rahaman, MA, Chen, JY, Hong, LE, Kochunov, P, Osuch, EA, Calhoun, VD and Alzheimers Dis, N",Journal Neuroimage-Clinical;,adni_3767
2020,Inflammation in Alzheimer's Disease: Do Sex and APOE Matter?,"Duarte-Guterman, P, Albert, AY, Inkster, AM, Barha, CK and Galea, LAM",Journal J Alzheimers Dis;,adni_3768
2020,Decline in cognitively complex everyday activities accelerates along the Alzheimer's disease continuum,"Dubbelman, MA, Jutten, RJ, Farias, SET, Amariglio, RE, Buckley, RF, Visser, PJ, Rentz, DM, Johnson, KA, Properzi, MJ, Schultz, A, Donovan, N, Gatchell, JR, Teunissen, CE, Van Berckel, BNM, Van der Flier, WM, Sperling, RA, Papp, KV, Scheltens, P, Marshall, GA, Sikkes, SAM, Alzheimer Dis Neuroimaging, I, Natl Alzheimer's Coordinating, C, Harvard Aging Brain, S and Alzheimer Dementia, C",Journal Alzheimers Research & Therapy;,adni_3769
2020,Characterization of Alzheimer Disease Biomarker Discrepancies Using Cerebrospinal Fluid Phosphorylated Tau and AV1451 Positron Emission Tomography,"Meyer, PF, Pichet Binette, A, Gonneaud, J, Breitner, JCS and Villeneuve, S",Journal JAMA Neurol;,adni_3770
2020,White matter hyperintensities and neuropsychiatric symptoms in mild cognitive impairment and Alzheimer's disease,"Misquitta, K, Dadar, M, Collins, DL, Tartaglia, MC and Alzheimers Dis, N",Journal Neuroimage-Clinical;,adni_3771
2020,Novel Alzheimer's disease subtypes identified using a data and knowledge driven strategy,"Mitelpunkt, A, Galili, T, Kozlovski, T, Bregman, N, Shachar, N, Markus-Kalish, M and Benjamini, Y",Journal Sci Rep;,adni_3772
2020,Spectral dynamic causal modelling of resting-state fMRI: an exploratory study relating effective brain connectivity in the default mode network to genetics,"Nie, Y, Opoku, E, Yasmin, L, Song, Y, Wang, J, Wu, S, Scarapicchia, V, Gawryluk, J, Wang, L, Cao, J and Nathoo, FS",Journal Stat Appl Genet Mol Biol;,adni_3773
2020,A Tensor-Based Framework for rs-fMRI Classification and Functional Connectivity Construction,"Noroozi, A and Rezghi, M",Journal Front Neuroinform;,adni_3774
2020,Different Cortical Gyrification Patterns in Alzheimer's Disease and Impact on Memory Performance,"Núñez, C, Callén, A, Lombardini, F, Compta, Y, Stephan‐Otto, C and Initiative, AsDN",Journal Annals of Neurology;,adni_3775
2020,Longitudinal stability of medial temporal lobe connectivity is associated with tau-related memory decline,"Chen, Q, Turnbull, A, Baran, TM and Lin, FV",Journal Elife;,adni_3776
2020,A penalized structural equation modeling method accounting for secondary phenotypes for variable selection on genetically regulated expression from predixcan for Alzheimer's disease,"Chen, TH and Boughal, H",Journal Biometrics;,adni_3777
2020,Fine-grain atlases of functional modes for fMRI analysis,"Dadi, K, Varoquaux, G, Machlouzarides-Shalit, A, Gorgolewski, KJ, Wassermann, D, Thirion, B and Mensch, A",Journal Neuroimage;,adni_3778
2020,Longitudinal pathways of cerebrospinal fluid and positron emission tomography biomarkers of amyloid-beta positivity,"Sala, A, Nordberg, A, Rodriguez-Vieitez, E and Alzheimers Dis Neuroimaging, I",Journal Molecular Psychiatry;,adni_3779
2020,Brain MRI analysis using a deep learning based evolutionary approach,"Shahamat, H and Saniee Abadeh, M",Journal Neural Netw;,adni_3780
2020,Correlation Coefficients for a Study with Repeated Measures,"Shan, GG, Zhang, H and Jiang, T",Journal Computational and Mathematical Methods in Medicine;,adni_3781
2020,Stage detection of mild cognitive impairment via fMRI using Hilbert Huang transform based classification framework,"Shi, J and Liu, B",Journal Med Phys;,adni_3782
2020,Bayesian GWAS with Structured and Non-Local Priors,"Kaplan, A, Lock, EF and Fiecas, M",Journal Bioinformatics;,adni_3783
2020,Lack of association betweenLGMNand Alzheimer's disease in the Southern Han Chinese population,"Zhang, XY, Jiao, B, Weng, L, Zhou, YF, Guo, LN, Wang, X, Zhou, L, Liu, XX, Xiao, XW, Liu, H, Zhu, XY, Li, CP, Zhu, Y, Yang, QJ, Lin, ZJ, Jiang, YL, Wen, YF, Zhou, H, Shen, L and Liao, XX",Journal European Journal of Neuroscience;,adni_3784
2020,Reduced monoaminergic nuclei MRI signal detectable in pre-symptomatic older adults with future memory decline,"Venneri, A and De Marco, M",Journal Sci Rep;,adni_3785
2020,Effect of APOE Œµ4 on multimodal brain connectomic traits: a persistent homology study,"Li, J, Bian, C, Chen, D, Meng, X, Luo, H, Liang, H and Shen, L",Journal BMC Bioinformatics;,adni_3786
2020,Association of Cerebral Microbleeds with Cognitive Decline: A Longitudinal Study,"Li, L, Wu, D-H, Li, H-Q, Tan, L, Xu, W, Dong, Q, Tan, L, Yu, J-T and Initiative, AsDN",Journal Journal of Alzheimer's Disease;,adni_3787
2020,The differential diagnostic value of the callosal angle and Evans index in mild cognitive impairment and Alzheimer's disease,"Liu, M, Zhang, J, Zong, L, Fan, W, Wang, B and Chen, Z",Journal Curr Med Imaging;,adni_3788
2020,High blood pressure predicts hippocampal atrophy rate in cognitively impaired elders,"Fiford, CM, Nicholas, JM, Biessels, GJ, Lane, CA, Cardoso, MJ and Barnes, J","Journal Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring;",adni_3789
2020,Detecting genetic associations with brain imaging phenotypes in Alzheimer's disease via a novel structured SCCA approach,"Du, L, Liu, K, Yao, X, Risacher, SL, Han, J, Saykin, AJ, Guo, L and Shen, L",Journal Med Image Anal;,adni_3790
2020,Assessment of Alzheimer's Disease Based on Texture Analysis of the Entorhinal Cortex,"Leandrou, S, Lamnisos, D, Mamais, I, Kyriacou, PA, Pattichis, CS and Alzheimers Dis Neuroimaging, I",Journal Frontiers in Aging Neuroscience;,adni_3794
2020,Systems modeling of white matter microstructural abnormalities in Alzheimer's disease,"Horgusluoglu-Moloch, E, Xiao, G, Wang, M, Wang, Q, Zhou, X, Nho, K, Saykin, AJ, Schadt, E and Zhang, B",Journal Neuroimage Clin;,adni_3795
