paper_id,pub_year,title,doi,author_part,raw_citation
midus_doi_10_5664_jcsm_8082,2019,Measurement invariance and sleep quality differences between men and women in the Pittsburgh Sleep Quality Index,10.5664/jcsm.8082,"Li, L., Sheehan, C. M., & Thompson, M. S. ","Li, L., Sheehan, C. M., & Thompson, M. S. (2019). Measurement invariance and sleep quality differences between men and women in the Pittsburgh Sleep Quality Index. Journal of Clinical Sleep Medicine, 15(12), 1769-1776."
midus_doi_10_1093_geronb_gbz034,2019,Socioeconomic status and parenting style in childhood: Long-term effects on cognitive function in middle and later adulthood,10.1093/geronb/gbz034,"Liu, Y., & Lachman, M. E. ","Liu, Y., & Lachman, M. E. (2019). Socioeconomic status and parenting style in childhood: Long-term effects on cognitive function in middle and later adulthood. Journals of Gerontology. Series B, Psychological Sciences and Social Sciences, 74(6), e13-e24."
midus_doi_10_1016_j_paid_2019_05_016,2019,"Gender differences in self-esteem, unvarnished self-evaluation, future orientation, self-enhancement and self-derogation in a US national sample Personality and Individual Differences, 149, 66-77",10.1016/j.paid.2019.05.016,"Magee, W., & Upenieks, L. ","Magee, W., & Upenieks, L. (2019). Gender differences in self-esteem, unvarnished self-evaluation, future orientation, self-enhancement and self-derogation in a US national sample Personality and Individual Differences, 149, 66-77."
midus_doi_10_1016_j_jrp_2019_103880,2019,Social-relational exposures and well-being: Using multivariate twin data to rule-out heritable and shared environmental confounds,10.1016/j.jrp.2019.103880,"Mann, F. D., DeYoung, C. G., Tiberius, V., & Krueger, R. F. ","Mann, F. D., DeYoung, C. G., Tiberius, V., & Krueger, R. F. (2019). Social-relational exposures and well-being: Using multivariate twin data to rule-out heritable and shared environmental confounds. Journal of Research in Personality, 83, Article 103880."
midus_doi_10_1177_0095327X18765449,2019,Personality and genetic associations with military service,10.1177/0095327X18765449,"Miles, M. R., & Haider-Markel, D. P. ","Miles, M. R., & Haider-Markel, D. P. (2019). Personality and genetic associations with military service. Armed Forces & Society, 45(4), 637-658."
midus_doi_10_1111_aphw_12152,2019,The association of psychological well-being with disablement processes in a national sample,10.1111/aphw.12152,"Mishra, A. A., Friedman, E. M., Christ, S. L., & Denning, M. ","Mishra, A. A., Friedman, E. M., Christ, S. L., & Denning, M. (2019). The association of psychological well-being with disablement processes in a national sample. Applied Psychology: Health and Well-Being, 11(2), 262-285."
midus_doi_10_1007_s11136_018_2054_6,2019,"Assessing the relationship between adverse childhood experiences and life satisfaction, psychological well-being, and social well-being: United States longitudinal cohort 1995-2014",10.1007/s11136-018-2054-6,"Mosley-Johnson, E., Garacci, E., Wagner, N., Mendez, C., Williams, J. S., & Egede, L. E. ","Mosley-Johnson, E., Garacci, E., Wagner, N., Mendez, C., Williams, J. S., & Egede, L. E. (2019). Assessing the relationship between adverse childhood experiences and life satisfaction, psychological well-being, and social well-being: United States longitudinal cohort 1995-2014. Quality of Life Research,28(4), 907-914."
midus_doi_10_1016_j_socscimed_2019_112521,2019,Perceived interpersonal and institutional discrimination among persons with disability in the U,10.1016/j.socscimed.2019.112521,"Namkung, E. H., & Carr, D. ","Namkung, E. H., & Carr, D. (2019). Perceived interpersonal and institutional discrimination among persons with disability in the U.S.: Do patterns differ by age? Science & Medicine, 239, Article 112521."
midus_doi_10_1016_j_jbvi_2019_e00111,2019,Personality traits and income attainment of self-employed people- accounting for model uncertainty,10.1016/j.jbvi.2019.e00111,"Nikolaev, B. N., & Maldonado-Bautista, I. ","Nikolaev, B. N., & Maldonado-Bautista, I. (2019). Personality traits and income attainment of self-employed people- accounting for model uncertainty. Journal of Business Venturing Insights, 11, Article e00111."
midus_doi_10_1111_jopy_12468,2019,Big Five personality domains and relationship satisfaction: Direct effects and correlated change over time,10.1111/jopy.12468,"O'Meara, M. S., & South, S. C. ","O'Meara, M. S., & South, S. C. (2019). Big Five personality domains and relationship satisfaction: Direct effects and correlated change over time. Journal of Personality, 87(6), 1206-1220."
midus_doi_10_1037_cdp0000233,2019,"Lifetime discrimination, global sleep quality, and inflammation burden in a multiethnic sample of middle-aged adults",10.1037/cdp0000233,"Ong, A. D., & Williams, D. R. ","Ong, A. D., & Williams, D. R. (2019). Lifetime discrimination, global sleep quality, and inflammation burden in a multiethnic sample of middle-aged adults. Cultural Diversity and Ethnic Minority Psychology, 25(1), 82-90."
midus_doi_10_1037_str0000112,2019,The Great Recession and allostatic load in the United States,10.1037/str0000112,"Patel, P. C. ","Patel, P. C. (2019). The Great Recession and allostatic load in the United States. International Journal of Stress Management, 26(4), 411-417."
midus_doi_10_1016_j_jbusvent_2018_05_004,2019,Self-employment and allostatic load,10.1016/j.jbusvent.2018.05.004,"Patel, P. C., Wolfe, M. T., & Williams, T. A. ","Patel, P. C., Wolfe, M. T., & Williams, T. A. (2019). Self-employment and allostatic load. Journal of Business Venturing, 34(4), 731-751."
midus_doi_10_1016_j_bbi_2019_01_016,2019,Understanding associations of early-life adversities with mid-life inflammatory profiles: Evidence from the UK and USA,10.1016/j.bbi.2019.01.016,"Pereira, S. M. P., Stein Merkin, S., Seeman, T., & Power, C. ","Pereira, S. M. P., Stein Merkin, S., Seeman, T., & Power, C. (2019). Understanding associations of early-life adversities with mid-life inflammatory profiles: Evidence from the UK and USA. Brain, Behavior, and Immunity, 78, 143-152."
midus_doi_10_1177_0898264318788493,2019,"Age, daily stress processes, and allostatic load: A longitudinal study",10.1177/0898264318788493,"Piazza, J. R., Stawski, R. S., & Sheffler, J. L. ","Piazza, J. R., Stawski, R. S., & Sheffler, J. L. (2019). Age, daily stress processes, and allostatic load: A longitudinal study. Journal of Aging and Health, 31(9), 1671-1691."
midus_doi_10_1016_j_pedn_2018_10_009,2019,Adverse Childhood Experiences and the presence of cancer risk factors in adulthood: A scoping review of the literature from 2005 to 2015,10.1016/j.pedn.2018.10.009,"Ports, K. A., Holman, D. M., Guinn, A. S., Pampati, S., Dyer, K. E., Merrick, M. T., Lunsford, N. B., & Metzler, M. ","Ports, K. A., Holman, D. M., Guinn, A. S., Pampati, S., Dyer, K. E., Merrick, M. T., Lunsford, N. B., & Metzler, M. (2019). Adverse Childhood Experiences and the presence of cancer risk factors in adulthood: A scoping review of the literature from 2005 to 2015. Journal of Pediatric Nursing, 44, 81-96."
midus_doi_10_1111_famp_12357,2019,In our lives and under our skin: An investigation of specific psychobiological mediators linking family relationships and health using the biobehavioral family model,10.1111/famp.12357,"Priest, J. B., Roberson, P. N. E., & Woods, S. B. ","Priest, J. B., Roberson, P. N. E., & Woods, S. B. (2019). In our lives and under our skin: An investigation of specific psychobiological mediators linking family relationships and health using the biobehavioral family model. Family Process, 58(1), 79-99."
midus_doi_10_1111_jsr_12807,2019,Sleep and pain interference in individuals with chronic pain in mid- to late-life: The influence of negative and positive affect,10.1111/jsr.12807,"Ravyts, S. G., Dzierzewski, J. M., Raldiris, T., & Perez, E. ","Ravyts, S. G., Dzierzewski, J. M., Raldiris, T., & Perez, E. (2019). Sleep and pain interference in individuals with chronic pain in mid- to late-life: The influence of negative and positive affect. Journal of Sleep Research, 28(4), Article e12807."
midus_doi_10_1093_abm_kay016,2019,Well-being and long-term physical activity participation in midlife adults: A latent class analysis,10.1093/abm/kay016,"Rector, J. L., Christ, S. L., & Friedman, E. M. ","Rector, J. L., Christ, S. L., & Friedman, E. M. (2019). Well-being and long-term physical activity participation in midlife adults: A latent class analysis. Annals of Behavioral Medicine, 53(1), 53-64."
midus_doi_10_1371_journal_pone_0213513,2019,Relative sensitivity of cortisol indices to psychosocial and physical health factors,10.1371/journal.pone.0213513,"Rector, J. L., Tay, L., Wiese, C. W., & Friedman, E. M. ","Rector, J. L., Tay, L., Wiese, C. W., & Friedman, E. M. (2019). Relative sensitivity of cortisol indices to psychosocial and physical health factors. PLoS ONE, 14(4), 1-15."
midus_doi_10_1038_s41598_019_40093_9,2019,Acetaminophen influences social and economic trust,10.1038/s41598-019-40093-9,"Roberts, I. D., Krajbich, I., & Way, B. M. ","Roberts, I. D., Krajbich, I., & Way, B. M. (2019). Acetaminophen influences social and economic trust. Scientific Reports, 9(1), 4060-4060."
midus_doi_10_1017_S0021932018000378,2019,Social stratification and allostatic load: Shapes of health differences in the MIDUS study in the United States,10.1017/S0021932018000378,"Rodriguez, J. M., Karlamangla, A. S., Gruenewald, T. L., Miller-Martinez, D., Merkin, S. S., & Seeman, T. E. ","Rodriguez, J. M., Karlamangla, A. S., Gruenewald, T. L., Miller-Martinez, D., Merkin, S. S., & Seeman, T. E. (2019). Social stratification and allostatic load: Shapes of health differences in the MIDUS study in the United States. Journal of Biosocial Science, 51(5), 327-644."
midus_doi_10_1177_2167702618812708,2019,Optimal well-being after major depression,10.1177/2167702618812708,"Rottenberg, J., Devendorf, A. R., Panaite, V., Disabato, D. J., & Kashdan, T. B. ","Rottenberg, J., Devendorf, A. R., Panaite, V., Disabato, D. J., & Kashdan, T. B. (2019). Optimal well-being after major depression. Clinical Psychological Science, 7(3), 621-627."
midus_doi_10_1177_0084672419839800,2019,The influence of daily spiritual experiences and gender on subjective well-being over time in cancer survivors,10.1177/0084672419839800,"Rudaz, M., Ledermann, T., & Grzywacz, J. G. ","Rudaz, M., Ledermann, T., & Grzywacz, J. G. (2019). The influence of daily spiritual experiences and gender on subjective well-being over time in cancer survivors. Archive for the Psychology of Religion, 41(2), 157-171."
midus_doi_10_1177_2153368718811046,2019,Expanding the utility of race-based accountability: An application of RBA to longitudinal data analyses,10.1177/2153368718811046,"Ruiz, A. L., Acevedo, G. A., Marquez, R. R., & Marquez, M. ","Ruiz, A. L., Acevedo, G. A., Marquez, R. R., & Marquez, M. (2019). Expanding the utility of race-based accountability: An application of RBA to longitudinal data analyses. Race and Justice, 9(1), 60-79."
midus_doi_10_1037_pag0000331,2019,Modeling long-term changes in daily within-person associations: An application of multilevel SEM,10.1037/pag0000331,"Rush, J., Rast, P., Almeida, D. M., & Hofer, S. M. ","Rush, J., Rast, P., Almeida, D. M., & Hofer, S. M. (2019). Modeling long-term changes in daily within-person associations: An application of multilevel SEM. Psychology and Aging, 34(2), 163-176."
midus_doi_10_1007_s11266_018_0041_8,2019,Volunteering and wellbeing among ageing adults: A longitudinal analysis,10.1007/s11266-018-0041-8,"Russell, A. R., Nyame-Mensah, A., de Wit, A., & Handy, F. ","Russell, A. R., Nyame-Mensah, A., de Wit, A., & Handy, F. (2019). Volunteering and wellbeing among ageing adults: A longitudinal analysis. Voluntas, 30(1), 115-128."
midus_doi_10_1016_j_jbusvent_2018_09_003,2019,Entrepreneurship and eudaimonic well-being: Five venues for new science,10.1016/j.jbusvent.2018.09.003,"Ryff, C. D. ","Ryff, C. D. (2019). Entrepreneurship and eudaimonic well-being: Five venues for new science. Journal of Business Venturing, 34(4), 646-663."
midus_doi_10_1002_da_22915,2019,Physical activity protects from incident anxiety: A meta-analysis of prospective cohort studies,10.1002/da.22915,"Schuch, F. B., Stubbs, B., Meyer, J., Heissel, A., Zech, P., Vancampfort, D., Rosenbaum, S., Deenik, J., Firth, J., Ward, P. B., Carvalho, A. F., & Hiles, S. A. ","Schuch, F. B., Stubbs, B., Meyer, J., Heissel, A., Zech, P., Vancampfort, D., Rosenbaum, S., Deenik, J., Firth, J., Ward, P. B., Carvalho, A. F., & Hiles, S. A. (2019). Physical activity protects from incident anxiety: A meta-analysis of prospective cohort studies. Depression and Anxiety, 36, 846-858."
midus_doi_10_1016_j_archger_2018_12_005,2019,Auspicious or suspicious- does religiosity really promote elder well-being? Examining the belief-as-benefit effect among older Japanese,10.1016/j.archger.2018.12.005,"Schuurmans-Stekhoven, J. B. ","Schuurmans-Stekhoven, J. B. (2019). Auspicious or suspicious- does religiosity really promote elder well-being? Examining the belief-as-benefit effect among older Japanese. Archives of Gerontology and Geriatrics, 81, 129-135."
midus_doi_10_1016_j_psyneuen_2019_06_002,2019,Co-twin relationship quality as a moderator of genetic and environmental factors on urinary cortisol levels among adult twins,10.1016/j.psyneuen.2019.06.002,"Schwartz, J. A., Jessick, S., Calvi, J. L., & Granger, D. A. ","Schwartz, J. A., Jessick, S., Calvi, J. L., & Granger, D. A. (2019). Co-twin relationship quality as a moderator of genetic and environmental factors on urinary cortisol levels among adult twins. Psychoneuroendocrinology, 108, 118-126."
midus_doi_10_1016_j_chiabu_2018_12_022,2019,Adverse childhood experiences and deleterious outcomes in adulthood: A consideration of the simultaneous role of genetic and environmental influences in two independent samples from the United States,10.1016/j.chiabu.2018.12.022,"Schwartz, J. A., Wright, E. M., & Valgardson, B. A. ","Schwartz, J. A., Wright, E. M., & Valgardson, B. A. (2019). Adverse childhood experiences and deleterious outcomes in adulthood: A consideration of the simultaneous role of genetic and environmental influences in two independent samples from the United States. Child Abuse & Neglect, 88, 420-431."
midus_doi_10_1080_10508619_2019_1596000,2019,"The road not taken: Fostering research on the psychology of religiosity and spirituality via underused representative, open-access datasets (ROADs)",10.1080/10508619.2019.1596000,"Scott, M. J., Johnson, K. A., Okun, M. A., & Cohen, A. B. ","Scott, M. J., Johnson, K. A., Okun, M. A., & Cohen, A. B. (2019). The road not taken: Fostering research on the psychology of religiosity and spirituality via underused representative, open-access datasets (ROADs). International Journal for the Psychology of Religion, 29(3), 204-221."
midus_doi_10_1093_workar_waz013,2019,"Subjective age at work: Feeling younger or older than one's actual age predicts perceived control and motivation at work Work, Aging and Retirement, 5(4), 323-332",10.1093/workar/waz013,"Shane, J., Hamm, J., & Heckhausen, J. ","Shane, J., Hamm, J., & Heckhausen, J. (2019). Subjective age at work: Feeling younger or older than one's actual age predicts perceived control and motivation at work Work, Aging and Retirement, 5(4), 323-332."
midus_doi_10_1080_10615806_2019_1638699,2019,Adverse childhood experiences and coping strategies: Identifying pathways to resiliency in adulthood,10.1080/10615806.2019.1638699,"Sheffler, J. L., Piazza, J. R., Quinn, J. M., Sachs-Ericsson, N. J., & Stanley, I. H. ","Sheffler, J. L., Piazza, J. R., Quinn, J. M., Sachs-Ericsson, N. J., & Stanley, I. H. (2019). Adverse childhood experiences and coping strategies: Identifying pathways to resiliency in adulthood. Anxiety, Stress, & Coping, 32(5), 594-609."
midus_doi_10_1177_2378023119869452,2019,"""Daddies,"" ""cougars,"" and their partners past midlife: Gender attitudes and relationship and sexual well-being among older adults in age-heterogenous partnerships",10.1177/2378023119869452,"Silva, T. ","Silva, T. (2019). ""Daddies,"" ""cougars,"" and their partners past midlife: Gender attitudes and relationship and sexual well-being among older adults in age-heterogenous partnerships. Socius, 5, 1-15."
midus_doi_10_1177_2156869318786760,2019,The costs and benefits of parenthood for mental and physical health in the United States: The importance of parenting stage,10.1177/2156869318786760,"Simon, R. W., & Caputo, J. ","Simon, R. W., & Caputo, J. (2019). The costs and benefits of parenthood for mental and physical health in the United States: The importance of parenting stage. Society and Mental Health, 9(3), 296-315."
midus_doi_10_1177_0956797619849555,2019,Individual differences in the association between subjective stress and heart rate are related to psychological and physical well-being,10.1177/0956797619849555,"Sommerfeldt, S. L., Schaefer, S. M., Brauer, M., Ryff, C. D., & Davidson, R. J. ","Sommerfeldt, S. L., Schaefer, S. M., Brauer, M., Ryff, C. D., & Davidson, R. J. (2019). Individual differences in the association between subjective stress and heart rate are related to psychological and physical well-being. Psychological Science, 30(7), 1016-1029."
midus_doi_10_1016_j_socscimed_2019_112522,2019,Mortality in parents after the death of a child,10.1016/j.socscimed.2019.112522,"Song, J., Mailick, M. R., Greenberg, J. S., & Floyd, F. J. ","Song, J., Mailick, M. R., Greenberg, J. S., & Floyd, F. J. (2019). Mortality in parents after the death of a child. Social Science & Medicine, 239, Article 112522."
midus_doi_10_1016_j_jrp_2019_04_007,2019,Sleep: A pathway linking personality to mortality risk,10.1016/j.jrp.2019.04.007,"Spears, S. K., Montgomery-Downs, H. E., Steinman, S., Duggan, K., & Turiano, N. A. ","Spears, S. K., Montgomery-Downs, H. E., Steinman, S., Duggan, K., & Turiano, N. A. (2019). Sleep: A pathway linking personality to mortality risk. Journal of Research in Personality, 81, 11-24."
midus_doi_10_1097_PSY_0000000000000618,2019,"Perceived partner responsiveness, daily negative affect reactivity, and all-cause mortality: A 20-year longitudinal study",10.1097/PSY.0000000000000618,"Stanton, S. C. E., Selcuk, E., Farrell, A. K., Slatcher, R. B., & Ong, A. D. ","Stanton, S. C. E., Selcuk, E., Farrell, A. K., Slatcher, R. B., & Ong, A. D. (2019). Perceived partner responsiveness, daily negative affect reactivity, and all-cause mortality: A 20-year longitudinal study. Psychosomatic Medicine, 81(1), 7-15."
midus_doi_10_1037_pag0000309,2019,Age differences in everyday stressor-related negative affect: A coordinated analysis,10.1037/pag0000309,"Stawski, R. S., Scott, S. B., Zawadzki, M. J., Sliwinski, M. J., Marcusson-Clavertz, D., Kim, J., Lanza, S. T., Green, P. A., Almeida, D. M., & Smyth, J. M. ","Stawski, R. S., Scott, S. B., Zawadzki, M. J., Sliwinski, M. J., Marcusson-Clavertz, D., Kim, J., Lanza, S. T., Green, P. A., Almeida, D. M., & Smyth, J. M. (2019). Age differences in everyday stressor-related negative affect: A coordinated analysis. Psychology and Aging, 34(1), 91-105."
midus_doi_10_1038_s41366_018_0179_x,2019,Subjective age and adiposity: Evidence from five samples,10.1038/s41366-018-0179-x,"Stephan, Y., Sutin, A. R., & Terracciano, A. ","Stephan, Y., Sutin, A. R., & Terracciano, A. (2019). Subjective age and adiposity: Evidence from five samples. International Journal of Obesity, 43, 938-941."
midus_doi_10_1016_j_jrp_2019_06_006,2019,Cigarette smoking and personality change across adulthood: Findings from five longitudinal samples,10.1016/j.jrp.2019.06.006,"Stephan, Y., Sutin, A. R., Luchetti, M., Caille, P., & Terracciano, A. ","Stephan, Y., Sutin, A. R., Luchetti, M., Caille, P., & Terracciano, A. (2019). Cigarette smoking and personality change across adulthood: Findings from five longitudinal samples. Journal of Research in Personality, 81, 187-194."
midus_doi_10_1016_j_ssresearch_2018_11_001,2019,Trajectories of perceived neighborhood quality across the life course: Sociodemographic determinants and implications for well-being,10.1016/j.ssresearch.2018.11.001,"Stokes, J. E. ","Stokes, J. E. (2019). Trajectories of perceived neighborhood quality across the life course: Sociodemographic determinants and implications for well-being. Social Science Research, 79, 181-193."
midus_doi_10_1080_13607863_2018_1450834,2019,"Social integration, perceived discrimination, and self-esteem in mid- and later life: intersections with age and neuroticism",10.1080/13607863.2018.1450834,"Stokes, J. E. ","Stokes, J. E. (2019). Social integration, perceived discrimination, and self-esteem in mid- and later life: intersections with age and neuroticism. Aging & Mental Health, 23(6), 727-735."
midus_doi_10_1093_geronb_gby014,2019,"Life course socioeconomic status, daily stressors, and daily well-being: Examining chain of risk models",10.1093/geronb/gby014,"Surachman, A., Wardecker, B., Chow, S. M., & Almeida, D. ","Surachman, A., Wardecker, B., Chow, S. M., & Almeida, D. (2019). Life course socioeconomic status, daily stressors, and daily well-being: Examining chain of risk models. Journals of Gerontology. Series B, Psychological Sciences and Social Sciences, 74(1), 126-135."
midus_doi_10_1037_pag0000351,2019,Five-factor model personality traits and verbal fluency in 10 cohorts,10.1037/pag0000351,"Sutin, A. R., Stephan, Y., Damian, R. I., Luchetti, M., Strickhouser, J. E., & Terracciano, A. ","Sutin, A. R., Stephan, Y., Damian, R. I., Luchetti, M., Strickhouser, J. E., & Terracciano, A. (2019). Five-factor model personality traits and verbal fluency in 10 cohorts. Psychology and Aging, 34(3), 362-373."
midus_doi_10_1007_s11482_018_9636_x,2019,"Self-construal, social support, and loneliness in Japan",10.1007/s11482-018-9636-x,"Taniguchi, H., & Kaufman, G. ","Taniguchi, H., & Kaufman, G. (2019). Self-construal, social support, and loneliness in Japan. Applied Research in Quality of Life, 14, 941-960."
midus_doi_10_1177_1359105317692854,2019,The psychological costs of social support imbalance: Variation across relationship context and age,10.1177/1359105317692854,"Wang, D., & Gruenewald, T. ","Wang, D., & Gruenewald, T. (2019). The psychological costs of social support imbalance: Variation across relationship context and age. Journal of Health Psychology, 24(12), 1615-1625."
midus_doi_10_1007_s10508_018_1151_5,2019,Life satisfaction across adulthood in bisexual men and women: Findings from the Midlife in the United States (MIDUS) study,10.1007/s10508-018-1151-5,"Wardecker, B. M., Matsick, J. L., Graham-Engeland, J. E., & Almeida, D. M. ","Wardecker, B. M., Matsick, J. L., Graham-Engeland, J. E., & Almeida, D. M. (2019). Life satisfaction across adulthood in bisexual men and women: Findings from the Midlife in the United States (MIDUS) study. Archives of Sexual Behavior, 48(1), 291-303."
midus_doi_10_1146_annurev_publhealth_040218_043750,2019,"Racism and health: Evidence and needed research Annual Review of Public Health, 40, 105-125",10.1146/annurev-publhealth-040218-043750,"Williams, D. R., Lawrence, J. A., & Davis, B. A. ","Williams, D. R., Lawrence, J. A., & Davis, B. A. (2019). Racism and health: Evidence and needed research Annual Review of Public Health, 40, 105-125."
midus_doi_10_1016_j_socscimed_2019_112452,2019,Close relationships as a contributor to chronic pain pathogenesis: Predicting pain etiology and persistence,10.1016/j.socscimed.2019.112452,"Woods, S. B., Priest, J. B., Kuhn, V., & Signs, T. ","Woods, S. B., Priest, J. B., Kuhn, V., & Signs, T. (2019). Close relationships as a contributor to chronic pain pathogenesis: Predicting pain etiology and persistence. Social Science & Medicine, 237, Article 112452."
midus_doi_10_3389_fpsyg_2019_02746,2019,Longitudinal profiles of psychological well-being and health: Findings from Japan,10.3389/fpsyg.2019.02746,"Yoo, J., & Ryff, C. D. ","Yoo, J., & Ryff, C. D. (2019). Longitudinal profiles of psychological well-being and health: Findings from Japan. Frontiers in Psychology, 10, Article 2746."
midus_doi_10_1177_0146167219853841,2019,Why does social class affect subjective well-being? The role of status and power,10.1177/0146167219853841,"Yu, S., & Blader, S. L. ","Yu, S., & Blader, S. L. (2019). Why does social class affect subjective well-being? The role of status and power. Personality and Social Psychology Bulletin, 46(3), 331-348."
midus_doi_10_1037_abn0000428,2019,"Relation between cognitive and behavioral strategies and future change in common mental health problems across 18 years Journal of Abnormal Psychology, 128(4), 295-304",10.1037/abn0000428,"Zainal, N. H., & Newman, M. G. ","Zainal, N. H., & Newman, M. G. (2019). Relation between cognitive and behavioral strategies and future change in common mental health problems across 18 years Journal of Abnormal Psychology, 128(4), 295-304."
midus_doi_10_1037_pag000034,2019,High-quality relationships strengthen the benefits of a younger subjective age across adulthood,10.1037/pag000034,"Zee, K. S., & Weiss, D. ","Zee, K. S., & Weiss, D. (2019). High-quality relationships strengthen the benefits of a younger subjective age across adulthood. Psychology and Aging, 34(3), 374-388."
midus_doi_10_1093_oxfordhb_9780190676384_013_19,2018,Cognition at midlife: Antecedents and consequences,10.1093/oxfordhb/9780190676384.013.19,"Agrigoroaei, S., Robinson, S. A., Hughes, M. L., Rickenbach, E. H., & Lachman, M. E. ","Agrigoroaei, S., Robinson, S. A., Hughes, M. L., Rickenbach, E. H., & Lachman, M. E. (2018). Cognition at midlife: Antecedents and consequences. In C. D. Ryff & R. F. Krueger (Eds.), The Oxford handbook of integrative health science. New York: Oxford University Press."
midus_doi_10_1007_s11205_017_1559_7,2018,An odd ladder to climb: Socioeconomic differences across levels of subjective social status,10.1007/s11205-017-1559-7,"Andersson, M. A. ","Andersson, M. A. (2018). An odd ladder to climb: Socioeconomic differences across levels of subjective social status. Social Indicators Research, 136(2), 621-643."
midus_doi_10_1017_thg_2018_20,2018,A discordance weighting approach estimating occupational and income returns to education,10.1017/thg.2018.20,"Andersson, M. A. ","Andersson, M. A. (2018). A discordance weighting approach estimating occupational and income returns to education. Twin Research and Human Genetics, 21(3), 191-202."
midus_doi_10_3390_brainsci8070122,2018,Education and income predict future emotional well-being of Whites but not Blacks: A ten-year cohort,10.3390/brainsci8070122,"Assari, S., Preiser, B., & Kelly, M. ","Assari, S., Preiser, B., & Kelly, M. (2018). Education and income predict future emotional well-being of Whites but not Blacks: A ten-year cohort. Brain Sciences, 8(7), Article 122."
midus_doi_10_1111_soin_12190,2018,"Measuring perceived mistreatment: Potential problems in asking about ""discrimination",10.1111/soin.12190,"Barkan, S. E. ","Barkan, S. E. (2018). Measuring perceived mistreatment: Potential problems in asking about ""discrimination."" Sociological Inquiry, 88(2), 245-253."
midus_doi_10_1093_sf_sox088,2018,Housework and sex in midlife marriages: An examination of three perspectives on the association,10.1093/sf/sox088,"Barrett, A. E., & Raphael, A. ","Barrett, A. E., & Raphael, A. (2018). Housework and sex in midlife marriages: An examination of three perspectives on the association. Social Forces, 96(3), 1325-1350."
midus_doi_10_1007_s10519_018_9892_4,2018,Gender differences in the structure of marital quality,10.1007/s10519-018-9892-4,"Beam, C. R., Marcus, K., Turkheimer, E., & Emery, R. E. ","Beam, C. R., Marcus, K., Turkheimer, E., & Emery, R. E. (2018). Gender differences in the structure of marital quality. Behavior Genetics, 48(3), 209-223."
midus_doi_10_1093_oxfordhb_9780190676384_013_22,2018,The road to positive health: Behavioral and biological pathways linking positive psychological functioning with health outcomes,10.1093/oxfordhb/9780190676384.013.22,"Boehm, J. K. ","Boehm, J. K. (2018). The road to positive health: Behavioral and biological pathways linking positive psychological functioning with health outcomes. In C. D. Ryff & R. F. Krueger (Eds.), The Oxford handbook of integrative health science. New York: Oxford University Press."
midus_doi_10_1093_oxfordhb_9780190676384_013_30,2018,"Social inequalities, psychological risk and resilience, and health",10.1093/oxfordhb/9780190676384.013.30,"Boylan, J. M., Coe, C. L., & Ryff, C. D. ","Boylan, J. M., Coe, C. L., & Ryff, C. D. (2018). Social inequalities, psychological risk and resilience, and health. In C. D. Ryff & R. F. Krueger (Eds.), The Oxford handbook of integrative health science. New York: Oxford University Press."
midus_doi_10_1016_j_socscimed_2018_03_015,2018,Discrimination hurts: The effect of discrimination on the development of chronic pain,10.1016/j.socscimed.2018.03.015,"Brown, T. T., Partanen, J., Chuong, L., Villaverde, V., Chantal Griffin, A., & Mendelson, A. ","Brown, T. T., Partanen, J., Chuong, L., Villaverde, V., Chantal Griffin, A., & Mendelson, A. (2018). Discrimination hurts: The effect of discrimination on the development of chronic pain. Social Science & Medicine, 204, 1-8."
midus_doi_10_1016_j_jdiacomp_2018_09_006,2018,The differential impact of adverse childhood experiences in the development of pre-diabetes in a longitudinal cohort of US adults,10.1016/j.jdiacomp.2018.09.006,"Campbell, J. A., Mendez, C. E., Garacci, E., Walker, R. J., Wagner, N., & Egede, L. E. ","Campbell, J. A., Mendez, C. E., Garacci, E., Walker, R. J., Wagner, N., & Egede, L. E. (2018). The differential impact of adverse childhood experiences in the development of pre-diabetes in a longitudinal cohort of US adults. Journal of Diabetes & its Complications, 32(11), 1018-1024."
midus_doi_10_1093_oxfordhb_9780190676384_013_12,2018,Intimate partner relationships and health,10.1093/oxfordhb/9780190676384.013.12,"Carr, D., & Mouzon, D. M. ","Carr, D., & Mouzon, D. M. (2018). Intimate partner relationships and health. In C. D. Ryff & R. F. Krueger (Eds.), The Oxford handbook of integrative health science. New York: Oxford University Press."
midus_doi_10_1093_oxfordhb_9780190676384_013_15,2018,Psychosocial consequences of body weight and obesity,10.1093/oxfordhb/9780190676384.013.15,"Carr, D., & Tsenkova, V. K. ","Carr, D., & Tsenkova, V. K. (2018). Psychosocial consequences of body weight and obesity. In C. D. Ryff & R. F. Krueger (Eds.), The Oxford handbook of integrative health science. New York: Oxford University Press."
midus_doi_10_1093_oxfordhb_9780190676384_013_29,2018,Personality and socioeconomic status over the adult working years,10.1093/oxfordhb/9780190676384.013.29,"Chapman, B. P., & Elliot, A. J. ","Chapman, B. P., & Elliot, A. J. (2018). Personality and socioeconomic status over the adult working years. In C. D. Ryff & R. F. Krueger (Eds.), The Oxford handbook of integrative health science. New York: Oxford University Press."
