paper_id,publication_id,title,pub_year,doi,author_source,author_list,n_authors
edshare_doi_10_3102_0002831211426347,publication-EUKV33KE,"Does Raising the Bar Level the Playing Field?: Mathematics Curricular Intensification and Inequality in American High Schools, 1982–2004",2012,10.3102/0002831211426347,listing,Domina T|Saldana J,2
edshare_doi_10_3102_01623737008001077,publication-6LKK9QSR,The Effects of Alternative School Programs on High School Completion and Labor Market Outcomes,1986,10.3102/01623737008001077,listing,Catterall JS|Stern D,2
edshare_doi_10_3102_01623737012001057,publication-WC4LBX9A,Gender Equity in Teachers' Salaries: A Multilevel Approach,1990,10.3102/01623737012001057,listing,Lee VE|Smith JB,2
edshare_doi_10_3102_0162373713508810,publication-ASNJM7Y4,Changes in Levels of Affirmative Action in College Admissions in Response to Statewide Bans and Judicial Rulings,2013,10.3102/0162373713508810,listing,Blume GH|Long MC,2
edshare_doi_10_3102_10769986023002093,publication-84YPBWUQ,Application of Gibbs Sampling to Nested Variance Components Models with Heterogeneous Within-Group Variance,1998,10.3102/10769986023002093,listing,Kasim RM|Raudenbush SW,2
edshare_doi_10_3102_1076998618811383,publication-J42L8U85,Multilevel Modeling With Stat-JR SAAs: A Software Review,2019,10.3102/1076998618811383,listing,Kim M|Hsu HY,2
edshare_doi_10_3109_10826089609045834,publication-BQE6SIGA,Factors Associated with Alcohol Use in Young Adulthood,1996,10.3109/10826089609045834,listing,Pritchard ME|Martin MJ,2
edshare_doi_10_3389_fsoc_2016_00003,publication-T9PUXNQQ,Parental Investments and Educational Outcomes: Trivers–Willard in the U.S,2016,10.3389/fsoc.2016.00003,listing,Hopcroft RL|Martin DO,2
edshare_doi_10_4284_sej_2009_76_2_533,publication-57NJM8NX,"The Effect of High School JROTC on Student Achievement, Educational Attainment, and Enlistment",2009,10.4284/sej.2009.76.2.533,listing,Pema E|Mehay S,2
edshare_doi_10_55504_0884_9153_1479,publication-TJFVJTCT,Return on the Federal Investment in Student Financial Aid: An Assessment for the High School Class of 1972,1990,10.55504/0884-9153.1479,listing,St. John EP|Masten CL,2
edshare_publication-2236R7XS,publication-2236R7XS,The American High School Graduation Rate: Trends and Levels,2007,NA,listing,Heckman JJ|LaFontaine PA,2
edshare_publication-22V6V7AK,publication-22V6V7AK,Does College Pay? Wage Rates before and after Leaving School. (NCES 82-238b),1982,NA,listing,"Kolstad A|National Center for Education Statistics, Washington D. C",2
edshare_publication-25N8RW9V,publication-25N8RW9V,Distribution and Packaging of Student Financial Aid: Some Evidence from the Survey of the High School Class of 1972 (NCES 77-252),1977,NA,listing,Wagner AP|Tabler KA,2
edshare_publication-2AG9MEPV,publication-2AG9MEPV,Potential Influence of Participation in Vocational Courses on Dropout Rates in Rural Schools,1994,NA,listing,Pittman RB|Chalker DM,2
edshare_publication-3M75NRJU,publication-3M75NRJU,High School and Beyond Second Follow-Up (1984) Sample Design Report,1985,NA,listing,Jones C|Spencer BD,2
edshare_publication-3W83B9GS,publication-3W83B9GS,Explaining Rising Income and Wage Inequality Among the College Educated,1999,NA,listing,Hoxby CM|Terry B,2
edshare_publication-4QG9V46T,publication-4QG9V46T,Educational Expectations and Attainment,2011,NA,listing,Jacob BA|Wilder Linkow T,2
edshare_publication-4SWKM8VP,publication-4SWKM8VP,A Cross-Sectional Analysis of College Preparatory Seniors of 1972 and 1980,1988,NA,listing,Navaratnam KK|Asche FM,2
edshare_publication-4XTKTW9G,publication-4XTKTW9G,"High School and Beyond, 1980: Sophomore and Senior Cohort Third Follow-up (1986) Codebook",1988,NA,listing,Inter-university Consortium for Political and Social Research|National Center for Education Statistics,2
edshare_publication-52YPZQQB,publication-52YPZQQB,Labor Market Outcomes of Non-College-Bound High School Graduates,2002,NA,listing,Teitelbaum P|Kaufman P,2
edshare_publication-5BGB23VT,publication-5BGB23VT,The Relationship Between Postsecondary and High School Course-Taking Patterns: The Preparation of 1980 High School Sophomores Who Entered Postsecondary Institutions by 1984 (NCES-91-345),1990,NA,listing,Kaufman P|Associates M,2
edshare_publication-5WABJ9PT,publication-5WABJ9PT,Educational Mobility in the United States Since the 1930s,2011,NA,listing,Hout M|Janus A,2
edshare_publication-66MP85BN,publication-66MP85BN,Sub-Baccalaureate Postsecondary Education: Does It Pay Off for Vocational Education Graduates?,1992,NA,listing,Huang NT|Gray K,2
edshare_publication-6A3IINJW,publication-6A3IINJW,Choosing Hispanic Identity: Ethnic Identity Switching among Respondents to High School and Beyond,1998,NA,listing,Eschbach K|Gómez C,2
edshare_publication-6D4AABFC,publication-6D4AABFC,Competition between Community Colleges and Postsecondary Proprietary Schools: Reality or Myth?,1987,NA,listing,Levin BH|Clowes DA,2
edshare_publication-6JXH2Y3Z,publication-6JXH2Y3Z,A Comparison of Federally Funded Sample Surveys on Postsecondary Education: Areas of Alignment and Variation,2017,NA,listing,Topper AM|Howard M,2
edshare_publication-6LNHYXTR,publication-6LNHYXTR,Are Public High School Principals Paid According to Their Performance and Working Conditions?,1995,NA,listing,Zwerling HL|Thomason T,2
edshare_publication-6Y8ULUA9,publication-6Y8ULUA9,National Longitudinal Study of the High School Class of 1972 Study Reports Update: Review and Annotation,1981,NA,listing,Taylor ME|Research Triangle Institute,2
edshare_publication-6ZWH7T9C,publication-6ZWH7T9C,"Gender, Urbanicity, and Ability",1988,NA,listing,Coladarci T|McIntire WG,2
edshare_publication-7MJ8D5UF_0,publication-7MJ8D5UF_0,Academic Marginalization in High School as a Predictor of Depressive Symptoms in Midlife,2016,NA,listing,Muller C|Werwath T,2
edshare_publication-7WG78MFX,publication-7WG78MFX,The Labor Force Experiences of Non-College Bound Youth in the South: A Ten-Year Perspective,2000,NA,listing,Beaulieu LJ|Barfield M,2
edshare_publication-8UHGVJ4C,publication-8UHGVJ4C,2010 College Course Map. Technical Report. (NCES 2012-162),2012,NA,listing,Bryan M|Simone S,2
edshare_publication-9VYEX9DK,publication-9VYEX9DK,College Choice in America,1983,NA,listing,Manski CF|Wise DA,2
edshare_publication-A84CJU3H,publication-A84CJU3H,How Does Money Affect Teachers' Career Choices? Evidence from NLS-72,2004,NA,listing,Han YK|Rossmiller RA,2
edshare_publication-AP6ENMRJ,publication-AP6ENMRJ,The Private Costs of Postsecondary Education,1978,NA,listing,Crary LJ|Leslie LL,2
edshare_publication-AY4CQVLG,publication-AY4CQVLG,Public and Private High Schools: The Impact of Communities,1987,NA,listing,Coleman JS|Hoffer T,2
edshare_publication-B4UP55RH,publication-B4UP55RH,High School Preparation and Early Labor Force Experience,1983,NA,listing,Meyer RH|Wise DA,2
edshare_publication-BPDXTQIU,publication-BPDXTQIU,Educational Attainment of 1980 High School Sophomores by 1992. 1992 Descriptive Summary of 1980 High School Sophomores 12 Years Later. High School and Beyond (NCES 95-304),1995,NA,listing,Tuma J|Carroll CD,2
edshare_publication-BPGJPCRW,publication-BPGJPCRW,Tabular Summary of the Third Follow-Up Questionnaire Data. Volume 1 [and] Volume 2 [and] Volume 3 [and] Volume 4. Sponsored Report Series (NCES 79-228),1978,NA,listing,Peng SS|Research Triangle Institute,2
edshare_publication-BZSSEHYL,publication-BZSSEHYL,Race Differences in Self-perception and Locus of Control during Adolescence and Early Childhood,1991,NA,listing,Tashakkori A|Thompson VD,2
edshare_publication-C23J9VEI,publication-C23J9VEI,Characteristics of High School Student Who Identify Themselves as Handicapped: High School and Beyond: A National Longitudinal Study for the 1980's,1985,NA,listing,Owings J|Stocking C,2
edshare_publication-DDAKYE9K,publication-DDAKYE9K,"Trends Among High School Seniors, 1972-2004 (NCES 2008320)",2008,NA,listing,Ingels SJ|Dalton B,2
edshare_publication-E2HE3UYJ,publication-E2HE3UYJ,A Comparison of 1972 and 1980 Secondary Agricultural Education Students,1990,NA,listing,Navaratnam KK|Oliver JD,2
edshare_publication-EY27Y9K8,publication-EY27Y9K8,Why Does the Rate of Youth Labor Force Activity Differ across Surveys?,1982,NA,listing,Freeman RB|Medoff JL,2
edshare_publication-F2UHERDX_0,publication-F2UHERDX_0,"Educational Stratification and Obesity in Midlife: Considering the Role of Sex, Social Class, and Race/Ethnicity",2019,NA,listing,Muller C|Pattison E,2
edshare_publication-F647ZPQX,publication-F647ZPQX,Differentially Private Methods for Managing Model Uncertainty in Linear Regression Models,2024,NA,listing,Pena V|Barrientos AF,2
edshare_publication-FZMJMRJI,publication-FZMJMRJI,"High School and Beyond, 1980: Sophomore and Senior Cohort First Follow-Up (1982)",2000,NA,listing,Inter-university Consortium for Political and Social Research|National Center for Educational Statistics,2
edshare_publication-GRIQ9KEQ,publication-GRIQ9KEQ,School Effects and Labor Market Outcomes for Young Adults in the 1980s and 1990s,2003,NA,listing,Constant A|Konstantopoulos S,2
edshare_publication-GSXWIZFK,publication-GSXWIZFK,Military Service and Civilian Earnings of Youths,1987,NA,listing,Crane JR|Wise DA,2
edshare_publication-GX9RV5FB,publication-GX9RV5FB,Educational and Occupational Aspirations and Early Attainment of Black Males and Females,1985,NA,listing,Epps EG|Jackson KW,2
edshare_publication-H7LZAM5K,publication-H7LZAM5K,The Case Against the SAT,1988,NA,listing,Crouse J|Trusheim D,2
edshare_publication-H7XGTUGG,publication-H7XGTUGG,Certificates Count: An Analysis of Sub-Baccalaureate Certificates,2010,NA,listing,"Bosworth B|Complete College, America",2
edshare_publication-HZLR7S4M,publication-HZLR7S4M,Public High School Graduates Who Participated in Vocational/Technical Education: 1982-1998,2003,NA,listing,Levesque K|Hudson L,2
edshare_publication-I7246YX9,publication-I7246YX9,Researching the Family: A Guide to Survey and Stastical Data on U.S. Families,1993,NA,listing,Zill N|Daly M,2
edshare_publication-I9DVLQJM,publication-I9DVLQJM,Changes in High School Vocational Coursetaking in a Larger Perspective (NCES 2001–026),2000,NA,listing,Hurst D|Hudson L,2
edshare_publication-IAZFEG75,publication-IAZFEG75,Wealth Mobility in America: A View from the National Longitudinal Survey,1992,NA,listing,Steckel RH|Krishnan J,2
edshare_publication-IZRDTA69,publication-IZRDTA69,"Whither Opportunity? Rising Inequality, Schools, and Children's Life Chances",2011,NA,listing,Duncan GJ|Murnane RJ,2
edshare_publication-K38BN8HC,publication-K38BN8HC,Curricular Resource Allocation and Course Exposure in Secondary Schools. Contractor Report (NCES 82-218),1980,NA,listing,Wiley DE|Harnischfeger A,2
edshare_publication-KIWBF646,publication-KIWBF646,The Rise of Women: The Growing Gender Gap in Education and What it Means for American Schools,2013,NA,listing,DiPrete TA|Buchmann C,2
edshare_publication-KKMDVLXU,publication-KKMDVLXU,"Patterns and Trends of Stopping Out from Postsecondary Education: 1972, 1980, and 1982 High School Graduates.",1990,NA,listing,Eagle E|Schmitt C,2
edshare_publication-KLF353XT,publication-KLF353XT,The Community College: Educating Students at the Margin between College and Work,1999,NA,listing,Kane TJ|Rouse CE,2
edshare_publication-KQLIH6H5,publication-KQLIH6H5,The National Longitudinal Study of the High School Senior Class of 1972,1980,NA,listing,Eckland BK|Alexander KL,2
edshare_publication-LPCQS896,publication-LPCQS896,Expected Occupational Prestige of Students in Vocational Programs Nontraditional for Their Sex,1985,NA,listing,Culver SM|Burge PL,2
edshare_publication-LZMH99ST,publication-LZMH99ST,"Employment While in College, Academic Achievement and Post-College Outcomes: A Summary of Results",1985,NA,listing,Ehrenberg RG|Sherman DR,2
edshare_publication-MC9THSDN,publication-MC9THSDN,A Country Divided: The Growing Opportunity Gap in America,2016,NA,listing,Finighan R|Putnam R,2
edshare_publication-MNTHAQ22,publication-MNTHAQ22,The Condition of Education 2003 in Brief,2003,NA,listing,Wirt J|Livingston A,2
edshare_publication-MT5MXE2D,publication-MT5MXE2D,Trends in Participation in Secondary Vocational Education: 1982-1992,1996,NA,listing,Tuma J|Burns SK,2
edshare_publication-NQ5WXNGB,publication-NQ5WXNGB,"Postsecondary Enrollment, Persistence, and Attainment for 1972, 1980, and 1982 High School Graduates. High School and Beyond National Longitudinal Study. Survey Report. Contractor Report.",1988,NA,listing,Eagle E|Carroll CD,2
edshare_publication-NVMZ9A39,publication-NVMZ9A39,Factors Related to Third Follow-up Survey Responses (NCES 82-209),1981,NA,listing,Wisenbaker JM|Kolstad AJ,2
edshare_publication-PF869YQ9,publication-PF869YQ9,Regulating Child Care: The Effects of State Regulations on Child Care Demand and Its Cost,1995,NA,listing,Hotz VJ|Kilburn MR,2
edshare_publication-PPQMF7GF,publication-PPQMF7GF,Labor Market Returns to Two- and Four-Year Colleges: Is a Credit a Credit and Do Degrees Matter?,1993,NA,listing,Kane TJ|Rouse CE,2
edshare_publication-PQIMLRIT,publication-PQIMLRIT,"Politics, Markets, and America's Schools",1990,NA,listing,Chubb JE|Moe TM,2
edshare_publication-PZNP4AZD,publication-PZNP4AZD,Reporting Minority Students' Test Scores: How Well Can the NAEP Account for Differences in Social Context?,1996,NA,listing,Berends M|Koretz DM,2
edshare_publication-Q3H9RV3U,publication-Q3H9RV3U,"Changes in High School Grading Standards in Mathematics, 1982-1992",2001,NA,listing,Koretz D|Berends M,2
edshare_publication-QGN86TTB,publication-QGN86TTB,Dropout Rates in the United States: 1989 (NCES 90-659),1990,NA,listing,Kaufman P|Frase MJ,2
edshare_publication-QMVREDD9,publication-QMVREDD9,Digest of Education Statistics 2001,2002,NA,listing,Snyder TD|Hoffman CM,2
edshare_publication-QNENW6EK,publication-QNENW6EK,Growing Up in a Recession: Beliefs and the Macroeconomy,2009,NA,listing,Giuliano P|Spilimbergo A,2
edshare_publication-RKI8TF4T,publication-RKI8TF4T,College Students Who Work: 1980-1984 Analysis Findings from High School and Beyond,1988,NA,listing,Carroll CD|Chan-Kopka TL,2
edshare_publication-RPBX8WYR,publication-RPBX8WYR,Students' Occupational Aspirations and Choice of College Type,1984,NA,listing,Holsinger DB|Chapman DW,2
edshare_publication-RUBUM96T,publication-RUBUM96T,Labor-Market Returns to Two- and Four-Year College,1995,NA,listing,Kane TJ|Rouse CE,2
edshare_publication-SPWEREKF,publication-SPWEREKF,Affirmative Action in Higher Education,1993,NA,listing,Loury LD|Garman D,2
edshare_publication-SSCTBETM,publication-SSCTBETM,The Trouble with Boys: Social Influences and the Gender Gap in Disruptive Behavior,2011,NA,listing,Bertrand M|Pan J,2
edshare_publication-SVNHG9TH,publication-SVNHG9TH,The Black-White Test Score Gap,1998,NA,listing,Jencks C|Phillips M,2
edshare_publication-TDHH5HE6,publication-TDHH5HE6,Two Years in High School: The Status of 1980 Sophomores in 1982. (NCES 84-207),1984,NA,listing,Brown GH|Fetters WB,2
edshare_publication-TSH2PJPZ,publication-TSH2PJPZ,College Selectivity and Earnings,1995,NA,listing,Loury LD|Garman D,2
edshare_publication-TWK3QUTI,publication-TWK3QUTI,The Returns to Computer Use Revisited: Have Pencils Changed the Wage Structure Too?,1996,NA,listing,DiNardo JE|Pischke JS,2
edshare_publication-TXRJRFSK,publication-TXRJRFSK,Determinants of Postsecondary Educational Attainment for 1980 High School Seniors,1986,NA,listing,Eagle E|Maw CE,2
edshare_publication-U34RNKVP,publication-U34RNKVP,Labor Market Outcomes of Non-College-Bound High School Graduates. Statistical Analysis Report,2002,NA,listing,Teitelbaum P|Kaufman P,2
edshare_publication-U92HTFAT,publication-U92HTFAT,"Patterns and Consequences of Delay in Postsecondary Education: 1972, 1980, and 1982 High School Graduates (NCES 90-346)",1990,NA,listing,Eagle E|Schmitt C,2
edshare_publication-URLB74RF,publication-URLB74RF,Large-Scale Group-Score Assessment,2017,NA,listing,Beaton AE|Barone JL,2
edshare_publication-UXFFU3BQ,publication-UXFFU3BQ,Hispanic-American Males in Higher Education: A Descriptive/Qualitative Analysis,2001,NA,listing,Hall RE|Rowan GT,2
edshare_publication-VHFWPBEF,publication-VHFWPBEF,Do Historically Black Institutions of Higher Education Confer Unique Advantages on Black Students: An Initial Analysis,1993,NA,listing,Ehrenberg RG|Rothstein DS,2
edshare_publication-VIR8H66G,publication-VIR8H66G,"Returns to Different Postsecondary Investments: Institution Type, Academic Programs, and Credentials",2023,NA,listing,Lovenheim M|Smith J,2
edshare_publication-VTEI7NWV,publication-VTEI7NWV,Early Childhood Education by MOOC: Lessons from Sesame Street,2015,NA,listing,Kearney MS|Levine PB,2
edshare_publication-VU28N4IA,publication-VU28N4IA,Programs and Plans of the National Center for Education Statistics (NCES-93-241),1993,NA,listing,Davis C|Sonnenberg B,2
edshare_publication-VZX2VIJJ,publication-VZX2VIJJ,Leaving and Returning Home in 20th Century America,1994,NA,listing,Goldscheider FK|Goldscheider C,2
edshare_publication-W8YUM27H,publication-W8YUM27H,"The Role of Family, School, and Community Characteristics in Inequality in Education and Labor-Market Outcomes",2011,NA,listing,Altonji JG|Mansfield RK,2
edshare_publication-WSV8TWPY,publication-WSV8TWPY,Affirmative Action and the Quality-Fit Tradeoff,2014,NA,listing,Arcidiacono P|Lovenheim M,2
edshare_publication-WTMNZDJI,publication-WTMNZDJI,"Language Usage, Social Capital, and School Completion among Immigrants and Native-Born Ethnic Groups",1997,NA,listing,White MJ|Kaufman G,2
edshare_publication-WUI8MBLH_0,publication-WUI8MBLH_0,Curricular Differentiation and Its Impact on Different Status Groups Including Immigrants and Students with Disabilities,2018,NA,listing,Carroll JM|Muller C,2
edshare_publication-X7ND27HM,publication-X7ND27HM,Careers in Teaching: Following Members of the High School Class of 1972 In and Out of Teaching (NCES-91-470),1991,NA,listing,Hafner A|Owings J,2
edshare_publication-XPN9S3Y5,publication-XPN9S3Y5,Transition from High School to Postsecondary Education: Analytical Studies. Contractor Report (CS-87-309C),1987,NA,listing,Gardner JA|National Center for Research in Vocational Education,2
edshare_publication-Y3VI648A,publication-Y3VI648A,A Combined Model of Student Predisposition to College and Persistence in College,1993,NA,listing,Stage FK|Rushin PW,2
edshare_publication-Y49XNWLE,publication-Y49XNWLE,Educational Research: A Tale of Tensions and Constraints,2018,NA,listing,Smeyers P|Depaepe M,2
edshare_publication-Y5A43EQS,publication-Y5A43EQS,"Patterns and Trends of Delayed Entry into Postsecondary Education: 1972, 1980, and 1982 High School Graduates. (NCES 90-404)",1990,NA,listing,Eagle E|Schmitt C,2
edshare_publication-Y836UDC2,publication-Y836UDC2,Changes in the College Mobility Pipeline Since 1900,2025,NA,listing,Bleemer Z|Quincy S,2
edshare_publication-YGX237B7,publication-YGX237B7,Sex Differences in Test Performance: A Survey of the Literature,1989,NA,listing,Wilder GZ|Powell K,2
edshare_publication-Z5B25R92,publication-Z5B25R92,American Indian and Alaska Native Postsecondary Departure: An Example of Assessing a Mainstream Model Using National Longitudinal Data,1993,NA,listing,Pavel DM|Padilla RV,2
edshare_publication-ZLCST2EB,publication-ZLCST2EB,"Equity, Envy, and Higher Education",1986,NA,listing,Baum S|Schwartz S,2
edshare_publication-ZYGGAYNS,publication-ZYGGAYNS,A Longitudinal Study of Self-Concept and Locus of Control for Persisters in Six College Majors,1981,NA,listing,Behuniak Jr P|Gable RK,2
edshare_doi_10_1002_jae_817,publication-ZM9I9B3S,High School Completion and Future Youth Unemployment: New Evidence from High School and Beyond,2006,10.1002/jae.817,listing,Li M,1
edshare_doi_10_1007_bf00288887,publication-DDDZKUK7,College Attendance and Persistence Among Hispanic Women: An Examination of Some Contributing Factors.,1991,10.1007/bf00288887,listing,Cardoza D,1
edshare_doi_10_1007_bf00289316,publication-KZFZRLSN,Gender Differences in Young Asian Americans' Educational Attainments,1991,10.1007/bf00289316,listing,Brandon PR,1
edshare_doi_10_1007_bf00974434,publication-JUHCA6T2,What Really Influences Minority Attendance? Sequential Analysis of the High School and Beyond Sophomore Cohort,1991,10.1007/bf00974434,listing,St. John EP,1
edshare_doi_10_1007_bf00976094,publication-LQ8QLMMY,The Effects of Student Aid on Recent College Graduates,1980,10.1007/bf00976094,listing,Sanford TR,1
edshare_doi_10_1007_bf00992053,publication-ZK8P8QKX,"Emerging Variations in Postsecondary Attendance Patterns: An Investigation of Part-Time, Delayed, and Nondegree Enrollment",1992,10.1007/bf00992053,listing,Hearn JC,1
edshare_doi_10_1007_bf00992260,publication-SJTMAVMK,Price Response in Enrollment Decisions: An Analysis of High School and Beyond Sophomore Cohort,1990,10.1007/bf00992260,listing,St. John EP,1
edshare_doi_10_1007_bf00992274,publication-WH4BEVGR,Price Response in Persistence Decisions: An Analysis of the High School and Beyond Senior Cohort,1990,10.1007/bf00992274,listing,St. John EP,1
edshare_doi_10_1007_bf01114397,publication-GI8ZL5NJ,"""Achievement"" and ""Ascription"" in Admission to an Elite College: A Political-Organizational Analysis",1991,10.1007/bf01114397,listing,Karen D,1
edshare_doi_10_1007_bf02967972,publication-NMBD5VFW,Religious Participation and Family Values among American Jewish Youth,1992,10.1007/bf02967972,listing,Gamoran A,1
edshare_doi_10_1007_s10797_005_0477_9,publication-JEDKKFL7,The Effects of Catholic Schooling on Civic Participation,2005,10.1007/s10797-005-0477-9,listing,Dee TS,1
edshare_doi_10_1007_s11162_013_9285_8,publication-HFAS6AJ7,A Cohort Perspective on Gender Gaps in College Attendance and Completion,2013,10.1007/s11162-013-9285-8,listing,Flashman J,1
edshare_doi_10_1007_s11187_009_9201_y,publication-4UKNC38L,"The Impact of Education Histories on the Decision to Become Self-employed: A Study of Young, Aspiring, Minority Business Owners",2009,10.1007/s11187-009-9201-y,listing,Thomas MK,1
edshare_doi_10_1007_s12114_014_9198_6,publication-JR73VL27,Are there Racial Gaps in High School Leadership Opportunities? Do Academics Matter More?,2014,10.1007/s12114-014-9198-6,listing,Weinberger C,1
edshare_doi_10_1007_s12122_997_1010_y,publication-WMK8J98S,"Teachers’ Unions, Productivity, and Minority Student Achievement",1997,10.1007/s12122-997-1010-y,listing,Milkman M,1
edshare_doi_10_1016_0038_0121_83_90034_4,publication-IIBS2C7R,Migration of Young Labor Force Entrants,1983,10.1016/0038-0121(83)90034-4,listing,Black M,1
edshare_doi_10_1016_0191_8869_94_90185_6,publication-V5J6MZN3,The Self-Esteem of Adolescents in American Public High Schools: A Multilevel Analysis of Individual Differences,1994,10.1016/0191-8869(94)90185-6,listing,Bekhuis TCHM,1
edshare_doi_10_1016_0272_7757_82_90007_3,publication-Z2R2ZZRT,A Flexible Approach to Modelling Enrollment Choice Behavior,1989,10.1016/0272-7757(82)90007-3,listing,Weiler WC,1
edshare_doi_10_1016_0272_7757_88_90069_6,publication-F2MJ73LR,Did College Choice Change during the Seventies?,1988,10.1016/0272-7757(88)90069-6,listing,Jackson GA,1
edshare_doi_10_1016_0272_7757_89_90035_6,publication-8942GP2F,"Dropouts, Spells of Time, and Credits in Postsecondary Education: Evidence from Longitudinal Surveys",1989,10.1016/0272-7757(89)90035-6,listing,Grubb WN,1
edshare_doi_10_1016_0272_7757_90_90040_c,publication-PHE3HS25,Another Look at the Demand for Higher Education: Measuring the Price Sensitivity of the Decision to Apply to College,1990,10.1016/0272-7757(90)90040-c,listing,Savoca E,1
edshare_doi_10_1016_0272_7757_92_90043_3,publication-QZE3XM9C,Private School versus Public School Achievement: Are There Findings That Should Affect the Educational Choice Debate?,1992,10.1016/0272-7757(92)90043-3,listing,Witte JF,1
edshare_doi_10_1016_0272_7757_92_90046_6,publication-A8EQFLB9,Autonomy in School Provision: Meanings and Implications--Review Essay,1992,10.1016/0272-7757(92)90046-6,listing,West EG,1
edshare_doi_10_1016_0272_7757_92_90054_7,publication-V222QDT8,Postsecondary Vocational Education and the Sub-baccalaureate Labor Market: New Evidence on Economic Returns,1992,10.1016/0272-7757(92)90054-7,listing,Grubb WN,1
edshare_doi_10_1016_0272_7757_93_90005_2,publication-R3DXCT8E,Postsecondary Education as Triage: Returns to Academic and Technical Programs,1993,10.1016/0272-7757(93)90005-2,listing,Hollenbeck K,1
edshare_doi_10_1016_0272_7757_93_90024_b,publication-ZZQAQHFC,Further Tests of Screening on Education and Observed Ability,1993,10.1016/0272-7757(93)90024-b,listing,Grubb WN,1
edshare_doi_10_1016_0272_7757_93_90062_l,publication-7X6EH5MS,Principals and Student Outcomes: Evidence from U.S. High Schools,1993,10.1016/0272-7757(93)90062-l,listing,Brewer DJ,1
edshare_doi_10_1016_0272_7757_94_90021_3,publication-PIE6HPM6,"Expectations, Undergraduate Debt and the Decision to Attend Graduate School: A Simultaneous Model of Student Choice",1994,10.1016/0272-7757(94)90021-3,listing,Weiler WC,1
edshare_doi_10_1016_0272_7757_95_00007_7,publication-ITZXKTKM,Postsecondary Education and the Sub-baccalaureate Labor Market: Corrections and Extensions,1995,10.1016/0272-7757(95)00007-7,listing,Grubb WN,1
edshare_doi_10_1016_0272_7757_95_00013_a,publication-YAFYVZ3N,Effects of Institutional Attributes on Enrollment Choice: Implications for Postsecondary Vocational Education,1995,10.1016/0272-7757(95)00013-a,listing,Ordovensky JF,1
edshare_doi_10_1016_0272_7757_96_00008_8,publication-ZM7L7TMX,"Early Childbearing, High School Completion, and College Enrollment: Evidence from 1980 High School Sophomores",1996,10.1016/0272-7757(96)00008-8,listing,McElroy SW,1
edshare_doi_10_1016_0883_0355_91_90025_n,publication-L5D5THDB,The Organization and Management of Public and Catholic Schools: Looking Inside the ‘Black Box’,1991,10.1016/0883-0355(91)90025-n,listing,Hannaway J,1
edshare_doi_10_1016_j_econedurev_2003_05_001,publication-QSBQ7WM9,The Effects of Local Colleges on the Quality of College Attended,2004,10.1016/j.econedurev.2003.05.001,listing,Do C,1
edshare_doi_10_1016_j_econedurev_2005_08_003,publication-5FH8TITN,Does Watching Television Rot Your Mind? Estimates of the Effect on Test Scores,2006,10.1016/j.econedurev.2005.08.003,listing,Zavodny M,1
edshare_doi_10_1016_j_econedurev_2006_03_001,publication-QKTFWCSW,The Role of High School Performance in Explaining Women's Rising College Enrollment,2007,10.1016/j.econedurev.2006.03.001,listing,Cho D,1
edshare_doi_10_1016_j_econedurev_2007_11_001,publication-YHDTS4I4,An Alternative Instrument for Private School Competition,2009,10.1016/j.econedurev.2007.11.001,listing,Cohen-Zada D,1
edshare_doi_10_1016_j_econedurev_2008_07_004,publication-NAA6VAAT,Is There 'White Flight' into Private Schools? New Evidence from High School and Beyond,2009,10.1016/j.econedurev.2008.07.004,listing,Li M,1
edshare_doi_10_1016_j_econedurev_2009_10_005,publication-E3M4DN7T,Changes in the Returns to Education and College Quality,2010,10.1016/j.econedurev.2009.10.005,listing,Long MC,1
edshare_doi_10_1016_j_econedurev_2010_06_006,publication-4W64FPR9,Return to College Education Revisited: Is Relevance Relevant?,2010,10.1016/j.econedurev.2010.06.006,listing,Yakusheva O,1
edshare_doi_10_1016_j_econedurev_2016_12_001,publication-55ZQKGV9,"Creating Winners and Losers: Date of Birth, Relative Age in School, and Outcomes in Childhood and Adulthood",2017,10.1016/j.econedurev.2016.12.001,listing,Peña PA,1
edshare_doi_10_1016_j_econedurev_2020_102033,publication-QAJYZ8JB,Gritting It Out: The Importance of Non-cognitive Skills in Academic Mismatch,2020,10.1016/j.econedurev.2020.102033,listing,Saltiel F,1
edshare_doi_10_1016_j_jeconom_2003_10_002,publication-DZ698ZSN,The Effect of College Location on Migration of College-Educated Labor,2004,10.1016/j.jeconom.2003.10.002,listing,Groen JA,1
edshare_doi_10_1016_j_jeconom_2003_10_004,publication-SFY7Z8BE,How Have College Decisions Changed over Time? An Application of the Conditional Logistic Choice Model,2004,10.1016/j.jeconom.2003.10.004,listing,Long BT,1
edshare_doi_10_1016_j_jeconom_2003_10_010,publication-3AA3T5DK,Ability Sorting and the Returns to College Major,2004,10.1016/j.jeconom.2003.10.010,listing,Arcidiacono P,1
edshare_doi_10_1016_j_jsp_2017_07_001,publication-BC59SAR5,Possible Economic Benefits of Full-Grade Acceleration,2017,10.1016/j.jsp.2017.07.001,listing,Warne RT,1
edshare_doi_10_1016_j_ssresearch_2017_04_001,publication-J5EPD27M,If They Think I Can: Teacher Bias and Youth of Color Expectations and Achievement,2017,10.1016/j.ssresearch.2017.04.001,listing,Sebastian Cherng HY,1
