paper_id,pmid,title,authors,pub_year,published,journal,doi,external_url,source_page
abcd_39226358,39226358,Depressive symptoms during the transition to adolescence: Left hippocampal volume as a marker of social context sensitivity.,Martinez M; Cai T; Yang B; Zhou Z; Shankman SA; Mittal VA; Haase CM; Qu Y,2024,2024/09/03,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2321965121,,9
abcd_39243851,39243851,Neural and Behavioral Correlates of Binge Eating in 9- to 10-Year-Old Children.,Smith KE; Hsu E; Mason TB; Luo S,2024,2024/09/03,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2024.07.925,,9
abcd_39283634,39283634,Sleep Disturbance and Subsequent Suicidal Behaviors in Preadolescence.,Gowin JL; Stoddard J; Doykos TK; Sammel MD; Bernert RA,2024,2024/09/03,JAMA network open,10.1001/jamanetworkopen.2024.33734,,9
abcd_40519960,40519960,Assessing a prediction model for depression risk using an early adolescent sample with self-reported depression.,Xu EY; MacSweeney N; Thng G; Barbu MC; Shen X; Kwong ASF; Romaniuk L; McIntosh A; Lawrie SM; Whalley HC,2024,2024/09/03,JCPP advances,10.1002/jcv2.12276,,9
abcd_39223252,39223252,"Breastfeeding has long-term impacts on the brain and body, but where do we go from here? (Commentary on 'Breastfeeding duration and brain-body development in 9-10-year-olds: modulating effect of socioeconomic levels').",Howell BR,2024,2024/09/02,Pediatric research,10.1038/s41390-024-03533-5,,9
abcd_40519962,40519962,Longitudinal associations between youth prosocial behavior and dimensions of psychopathology.,Reimann GE; Lahey BB; Jeong HJ; Durham EL; Archer C; Cardenas-Iniguez C; Berman MG; Moore TM; Applegate B; Kaczkurkin AN,2024,2024/08/31,JCPP advances,10.1002/jcv2.12282,,9
abcd_39215207,39215207,Replicability and generalizability in population psychiatric neuroimaging.,Marek S; Laumann TO,2024,2024/08/30,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,10.1038/s41386-024-01960-w,,9
abcd_39279846,39279846,Predicting adolescent psychopathology from early life factors: A machine learning tutorial.,Siddique F; Lee BK,2024,2024/08/29,Global epidemiology,10.1016/j.gloepi.2024.100161,,9
abcd_39196567,39196567,"Psychiatric Symptoms, Cognition, and Symptom Severity in Children.",Pines A; Tozzi L; Bertrand C; Keller AS; Zhang X; Whitfield-Gabrieli S; Hastie T; Larsen B; Leikauf J; Williams LM,2024,2024/08/28,JAMA psychiatry,10.1001/jamapsychiatry.2024.2399,,9
abcd_39197577,39197577,"Anxiety and Depression Symptoms, Adverse Childhood Experiences, and Persistent/Recurrent Pain Across Early Adolescence.",Senger-Carpenter T; Zhang A; Ordway M; Stoddard SA; Voepel-Lewis T,2024,2024/08/26,Academic pediatrics,10.1016/j.acap.2024.08.013,,9
abcd_39179884,39179884,Ventral attention network connectivity is linked to cortical maturation and cognitive ability in childhood.,Dong HM; Zhang XH; Labache L; Zhang S; Ooi LQR; Yeo BTT; Margulies DS; Holmes AJ; Zuo XN,2024,2024/08/23,Nature neuroscience,10.1038/s41593-024-01736-x,,9
abcd_39181217,39181217,Empirical examination of working memory performance and its neural correlates in relation to delay discounting in two large samples.,Elsayed M; Owens MM; Balodis I; MacKillop J,2024,2024/08/22,Behavioural brain research,10.1016/j.bbr.2024.115217,,9
abcd_39171674,39171674,"Associations Between Genetic Risk, Physical Activities, and Distressing Psychotic-like Experiences.",Ku BS; Yuan Q; Arias-Magnasco A; Lin BD; Walker EF; Druss BG; Ren J; van Os J; Guloksuz S,2024,2024/08/22,Schizophrenia bulletin,10.1093/schbul/sbae141,,9
abcd_39243745,39243745,Interactive roles of preterm-birth and socioeconomic status in cortical thickness of language-related brain structures: Findings from the Adolescent Brain Cognitive Development (ABCD) study.,Nolte C; Michalska KJ; Nelson PM; Demir-Lira ӦE,2024,2024/08/22,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2024.05.024,,9
abcd_39196964,39196964,Characterizing Long COVID in Children and Adolescents.,Gross RS; Thaweethai T; Kleinman LC; Snowden JN; Rosenzweig EB; Milner JD; Tantisira KG; Rhee KE; Jernigan TL; Kinser PA; Salisbury AL; Warburton D; Mohandas S; Wood JC; Newburger JW; Truong DT; Flaherman VJ; Metz TD; Karlson EW; Chibnik LB; Pant DB; Krishnamoorthy A; Gallagher R; Lamendola-Essel MF; Hasson DC; Katz SD; Yin S; Dreyer BP; Carmilani M; Coombs K; Fitzgerald ML; Güthe N; Hornig M; Letts RJ; Peddie AK; Taylor BD; Foulkes AS; Stockwell MS; Balaraman V; Bogie A; Bukulmez H; Dozor AJ; Eckrich D; Elliott AJ; Evans DN; Farkas JS; Faustino EVS; Fischer L; Gaur S; Harahsheh AS; Hasan UN; Hsia DS; Huerta-Montañez G; Hummel KD; Kadish MP; Kaelber DC; Krishnan S; Kosut JS; Larrabee J; Lim PPC; Michelow IC; Oliveira CR; Raissy H; Rosario-Pabon Z; Ross JL; Sato AI; Stevenson MD; Talavera-Barber MM; Teufel RJ; Weakley KE; Zimmerman E; Bind MC; Chan J; Guan Z; Morse RE; Reeder HT; Akshoomoff N; Aschner JL; Bhattacharjee R; Cottrell LA; Cowan K; D'Sa VA; Fiks AG; Gennaro ML; Irby K; Khare M; Guttierrez JL; McCulloh RJ; Narang S; Ness-Cochinwala M; Nolan S; Palumbo P; Ryu J; Salazar JC; Selvarangan R; Stein CR; Werzberger A; Zempsky WT; Aupperle R; Baker FC; Banich MT; Barch DM; Baskin-Sommers A; Bjork JM; Bookheimer SY; Brown SA; Casey BJ; Chang L; Clark DB; Dale AM; Dapretto M; Ernst TM; Fair DA; Feldstein Ewing SW; Foxe JJ; Freedman EG; Friedman NP; Garavan H; Gee DG; Gonzalez R; Gray KM; Heitzeg MM; Herting MM; Jacobus J; Laird AR; Larson CL; Lisdahl KM; Luciana M; Luna B; Madden PAF; McGlade EC; Müller-Oehring EM; Nagel BJ; Neale MC; Paulus MP; Potter AS; Renshaw PF; Sowell ER; Squeglia LM; Tapert S; Uddin LQ; Wilson S; Yurgelun-Todd DA,2024,2024/08/21,JAMA,10.1001/jama.2024.12747,,9
abcd_39161279,39161279,Factors Affecting Health Care Utilization Associations Among Young Adolescents With Persistent or Recurrent Pain.,Ahn RE; Senger-Carpenter T; Voepel-Lewis T,2024,2024/08/20,Western journal of nursing research,10.1177/01939459241273361,,9
abcd_39232266,39232266,Amygdala connectivity is associated with withdrawn/depressed behavior in a large sample of children from the Adolescent Brain Cognitive Development (ABCD) Study®.,Thomas E; Juliano A; Owens M; Cupertino RB; Mackey S; Hermosillo R; Miranda-Dominguez O; Conan G; Ahmed M; Fair DA; Graham AM; Goode NJ; Kandjoze UP; Potter A; Garavan H; Albaugh MD,2024,2024/08/20,Psychiatry research. Neuroimaging,10.1016/j.pscychresns.2024.111877,,9
abcd_39154134,39154134,Concurrent and longitudinal neurostructural correlates of irritability in children.,Archer C; Jeong HJ; Reimann GE; Durham EL; Moore TM; Wang S; Ashar DA; Kaczkurkin AN,2024,2024/08/17,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,10.1038/s41386-024-01966-4,,9
abcd_39150663,39150663,Correction: Associations Between Adolescent Pain and Psychopathology in the Adolescent Brain Cognitive Development (ABCD) Study.,Rader L; M Freis S; P Friedman N,2024,2024/08/16,Behavior genetics,10.1007/s10519-024-10191-0,,9
abcd_39154835,39154835,Neural Mechanisms of Inhibitory Control in Preadolescent Irritability: Insights from the ABCD Study.,Parker AJ; Walker JC; Jordan LS; Takarae Y; Wiggins JL; Dougherty LR,2024,2024/08/16,Biological psychology,10.1016/j.biopsycho.2024.108856,,9
abcd_39140927,39140927,Longitudinal Use Patterns of Technology Subtypes During the Transition Into Early Adolescence: Results From the Adolescent Brain Cognitive Development Study.,Borodovsky JT; Squeglia LM; Mewton L; Marsch LA,2024,2024/08/14,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,10.1016/j.jadohealth.2024.06.020,,9
abcd_39140868,39140868,Prenatal Cannabis and Tobacco Co-Exposure and Its Association with Behavioural Outcomes in Middle Childhood: Co-exposition prénatale au cannabis et au tabac et son association avec les résultats comportementaux au cours de l'enfance intermédiaire.,Nadler E; Jacobus J; Rabin RA,2024,2024/08/14,Canadian journal of psychiatry. Revue canadienne de psychiatrie,10.1177/07067437241271696,,9
abcd_39136075,39136075,Beyond average outcomes: A latent profile analysis of diverse developmental trajectories in preterm and early term-born children from the Adolescent Brain Cognitive Development study.,Menu I; Ji L; Bhatia T; Duffy M; Hendrix CL; Thomason ME,2024,2024/08/13,Child development,10.1111/cdev.14143,,9
abcd_39140930,39140930,Neurocognitive Latent Factors Associate With Early Tobacco and Alcohol Use Among Adolescent Brain Cognitive Development Study Youth.,Jones SK; Benton ML; Wolf BJ; Barth J; Green R; Dolan SL,2024,2024/08/13,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,10.1016/j.jadohealth.2024.06.017,,9
abcd_39153718,39153718,"Do Ethnic Identity, Familial, and Community Contexts Impact the Association Between Adverse Life Events and Psychopathology Among Latinx Adolescents?",Garcia AR; Barnhart S; López DJ; Karcher NR,2024,2024/08/13,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2024.07.924,,9
abcd_39134208,39134208,Sexual identity is associated with adverse childhood experiences (ACEs) in US early adolescents.,Raney JH; Weinstein S; Testa A; Ganson KT; Memon Z; Glidden DV; Baker FC; Brindis CD; Nagata JM,2024,2024/08/10,Academic pediatrics,10.1016/j.acap.2024.07.022,,9
abcd_39153717,39153717,Editorial: Interpersonal Racial-Ethnic Discrimination and Psychopathology in the ABCD Cohort.,Bagot KS,2024,2024/08/10,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2024.08.002,,9
abcd_39262669,39262669,Longitudinal tracking of alcohol expectancies and their associations with impulsivity in alcohol naïve youth in the adolescent brain cognitive development (ABCD) study.,Adams F; Ferster KS; Morris LS; Potenza MN; Ivanov I; Parvaz MA,2024,2024/08/10,Drug and alcohol dependence reports,10.1016/j.dadr.2024.100271,,9
abcd_39127423,39127423,Leveraging distributed brain signal at rest to predict internalizing symptoms in youth.,Kliamovich DAKOTA; Miranda-Dominguez OSCAR; Byington NORA; Espinoza ABIGAILV; Lopez Flores ARTURO; Fair DAMIENA; Nagel BONNIEJ,2024,2024/08/08,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2024.07.026,,9
abcd_39113318,39113318,Using latent transition analysis to evaluate the impact of perceived threats on emotional and behavioral development.,Conley MI; Dinc EN; Xiang Z; Baskin-Sommers A,2024,2024/08/07,Child development,10.1111/cdev.14138,,9
abcd_39170667,39170667,Association of chronotype with language and episodic memory processing in children: implications for brain structure.,Yamashita M; Shou Q; Mizuno Y,2024,2024/08/07,Frontiers in integrative neuroscience,10.3389/fnint.2024.1437585,,9
abcd_39106155,39106155,The Association between Exposure to Fine Particulate Air Pollution and the Trajectory of Internalizing and Externalizing Behaviors during Late Childhood and Early Adolescence: Evidence from the Adolescent Brain Cognitive Development (ABCD) Study.,Smolker HR; Reid CE; Friedman NP; Banich MT,2024,2024/08/06,Environmental health perspectives,10.1289/EHP13427,,9
abcd_39097657,39097657,Passively sensing smartphone use in teens with rates of use by sex and across operating systems.,Alexander JD; Linkersdörfer J; Toda-Thorne K; Sullivan RM; Cummins KM; Tomko RL; Allen NB; Bagot KS; Baker FC; Fuemmeler BF; Hoffman EA; Kiss O; Mason MJ; Nguyen-Louie TT; Tapert SF; Smith CJ; Squeglia LM; Wade NE,2024,2024/08/03,Scientific reports,10.1038/s41598-024-68467-8,,9
abcd_39816605,39816605,Understanding psychotic-like experiences in children in the context of dimensions of psychological problems.,Jeong HJ; Lahey BB; Reimann GE; Durham EL; Archer C; Moore TM; Shah K; Kaczkurkin AN,2024,2024/08/02,Frontiers in child and adolescent psychiatry,10.3389/frcha.2024.1410804,,9
abcd_39025633,39025633,Cortical structure and subcortical volumes in conduct disorder: a coordinated analysis of 15 international cohorts from the ENIGMA-Antisocial Behavior Working Group.,Gao Y; Staginnus M,2024,2024/08/01,The lancet. Psychiatry,10.1016/S2215-0366(24)00187-1,,9
abcd_39090375,39090375,Exposure to multiple ambient air pollutants changes white matter microstructure during early adolescence with sex-specific differences.,Cotter DL; Ahmadi H; Cardenas-Iniguez C; Bottenhorn KL; Gauderman WJ; McConnell R; Berhane K; Schwartz J; Hackman DA; Chen JC; Herting MM,2024,2024/08/01,Communications medicine,10.1038/s43856-024-00576-x,,9
abcd_39085406,39085406,Power and reproducibility in the external validation of brain-phenotype predictions.,Rosenblatt M; Tejavibulya L; Sun H; Camp CC; Khaitova M; Adkinson BD; Jiang R; Westwater ML; Noble S; Scheinost D,2024,2024/07/31,Nature human behaviour,10.1038/s41562-024-01931-7,,9
abcd_39085394,39085394,"Cognitive and psychiatric relevance of dynamic functional connectivity states in a large (N > 10,000) children population.",Fu Z; Sui J; Iraji A; Liu J; Calhoun VD,2024,2024/07/31,Molecular psychiatry,10.1038/s41380-024-02683-6,,9
abcd_39072760,39072760,Trauma Exposure Moderates the Link Between Cognitive Flexibility and Suicide Risk in Pre-Adolescent Children.,Chen SE; Chick CF; O'Hara R,2024,2024/07/29,Archives of suicide research : official journal of the International Academy for Suicide Research,10.1080/13811118.2024.2372616,,9
abcd_39084501,39084501,Dimensions of early life adversity are differentially associated with patterns of delayed and accelerated brain maturation.,Beck D; Whitmore L; MacSweeney N; Brieant A; Karl V; de Lange AG; Westlye LT; Mills KL; Tamnes CK,2024,2024/07/29,Biological psychiatry,10.1016/j.biopsych.2024.07.019,,9
abcd_39060518,39060518,"Association between twin status with cognitive, behavioral development and brain structure in early adolescence: a retrospective cohort analysis based on the Adolescent Brain Cognitive Development Study.",Zhou Q; Zhao X; Chen J; Xu J; Yang A; Xiong Y; Yin X; Zhao XM; Li X,2024,2024/07/26,European child & adolescent psychiatry,10.1007/s00787-024-02515-6,,9
abcd_39070965,39070965,Enhancing Within-Person Estimation of Neurocognition and the Prediction of Externalizing Behaviors in Adolescents.,Paskewitz S; Brazil IA; Yildirim I; Ruiz S; Baskin-Sommers A,2024,2024/07/26,"Computational psychiatry (Cambridge, Mass.)",10.5334/cpsy.112,,9
abcd_39089096,39089096,Distinct structural brain network properties in children with familial versus non-familial attention-deficit/hyperactivity disorder (ADHD).,Baboli R; Cao M; Martin E; Halperin JM; Wu K; Li X,2024,2024/07/26,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2024.06.019,,9
abcd_39128397,39128397,Reduced hippocampal volume unmasks distinct impacts of cumulative adverse childhood events (ACEs) on psychotic-like experiences in late childhood and early adolescence.,Damme KSF; Ristanovic I; Mittal VA,2024,2024/07/26,Psychoneuroendocrinology,10.1016/j.psyneuen.2024.107149,,9
abcd_39184526,39184526,Parental incarceration and health risks in a population-based study of U.S. early adolescents: Results among racialized groups.,Johnson EI; Planalp EM; Williams DT; Poehlmann J,2024,2024/07/26,SSM - population health,10.1016/j.ssmph.2024.101702,,9
abcd_39031509,39031509,Family conflict and less parental monitoring were associated with greater screen time in early adolescence.,Al-Shoaibi AAA; Zamora G; Chu J; Patel KP; Ganson KT; Testa A; Jackson DB; Tapert SF; Baker FC; Nagata JM,2024,2024/07/19,"Acta paediatrica (Oslo, Norway : 1992)",10.1111/apa.17349,,9
abcd_39099631,39099631,"White matter microstructure, traumatic brain injury, and disruptive behavior disorders in girls and boys.",Guberman GI; Theaud G; Hawes SW; Ptito A; Descoteaux M; Hodgins S,2024,2024/07/19,Frontiers in neuroscience,10.3389/fnins.2024.1391407,,9
abcd_39018056,39018056,Classification of Suicide Attempt Risk Using Environmental and Lifestyle Factors in 3 Large Youth Cohorts.,Visoki E; Moore TM; Zhang X; Tran KT; Ly C; Gatavinš MM; DiDomenico GE; Brogan L; Fein JA; Warrier V; Guloksuz S; Barzilay R,2024,2024/07/17,JAMA psychiatry,10.1001/jamapsychiatry.2024.1887,,9
abcd_39029692,39029692,Subcortical volumes in offspring with a multigenerational family history of depression - A study across two cohorts.,van Dijk MT; Tartt AN; Murphy E; Gameroff MJ; Semanek D; Cha J; Weissman MM; Posner J; Talati A,2024,2024/07/17,Journal of affective disorders,10.1016/j.jad.2024.07.107,,9
abcd_39020167,39020167,Psilocybin desynchronizes the human brain.,Siegel JS; Subramanian S; Perry D; Kay BP; Gordon EM; Laumann TO; Reneau TR; Metcalf NV; Chacko RV; Gratton C; Horan C; Krimmel SR; Shimony JS; Schweiger JA; Wong DF; Bender DA; Scheidter KM; Whiting FI; Padawer-Curry JA; Shinohara RT; Chen Y; Moser J; Yacoub E; Nelson SM; Vizioli L; Fair DA; Lenze EJ; Carhart-Harris R; Raison CL; Raichle ME; Snyder AZ; Nicol GE; Dosenbach NUF,2024,2024/07/17,Nature,10.1038/s41586-024-07624-5,,9
abcd_40800334,40800334,Multilayer meta-matching: Translating phenotypic prediction models from multiple datasets to small data.,Chen P; An L; Wulan N; Zhang C; Zhang S; Ooi LQR; Kong R; Chen J; Wu J; Chopra S; Bzdok D; Eickhoff SB; Holmes AJ; Yeo BTT,2024,2024/07/17,"Imaging neuroscience (Cambridge, Mass.)",10.1162/imag_a_00233,,9
abcd_39009591,39009591,Investigating grey matter volumetric trajectories through the lifespan at the individual level.,Shi R; Xiang S; Jia T; Robbins TW; Kang J; Banaschewski T; Barker GJ; Bokde ALW; Desrivières S; Flor H; Grigis A; Garavan H; Gowland P; Heinz A; Brühl R; Martinot JL; Martinot MP; Artiges E; Nees F; Orfanos DP; Paus T; Poustka L; Hohmann S; Millenet S; Fröhner JH; Smolka MN; Vaidya N; Walter H; Whelan R; Schumann G; Lin X; Sahakian BJ; Feng J,2024,2024/07/15,Nature communications,10.1038/s41467-024-50305-0,,9
abcd_39061446,39061446,Frontoparietal Response to Working Memory Load Mediates the Association between Sleep Duration and Cognitive Function in Children.,Yan J; Bai H; Sun Y; Sun X; Hu Z; Liu B; He C; Zhang X,2024,2024/07/14,Brain sciences,10.3390/brainsci14070706,,9
abcd_39009188,39009188,Amygdala Volume and Depression Symptoms in Young Adolescents Who Use Cannabis.,Wallace AL; Huestis MA; Sullivan RM; Wade NE,2024,2024/07/13,Behavioural brain research,10.1016/j.bbr.2024.115150,,9
abcd_39009136,39009136,Manifold learning uncovers nonlinear interactions between the adolescent brain and environment that predict emotional and behavioral problems.,Busch EL; Conley MI; Baskin-Sommers A,2024,2024/07/13,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2024.07.001,,9
abcd_38996031,38996031,Functional brain networks are associated with both sex and gender in children.,Dhamala E; Bassett DS; Yeo BT; Holmes AJ,2024,2024/07/12,Science advances,10.1126/sciadv.adn4202,,9
abcd_38996016,38996016,How sex and gender shape functional brain networks.,Matte Bon G; Kraft D; Kaufmann T,2024,2024/07/12,Science advances,10.1126/sciadv.adq3079,,9
abcd_38997510,38997510,Heritability of functional gradients in the human subcortico-cortical connectivity.,Wu X; Zhang Y; Xue M; Li J; Li X; Cui Z; Gao JH; Yang G,2024,2024/07/12,Communications biology,10.1038/s42003-024-06551-5,,9
abcd_39004299,39004299,"Associations between positive childhood experiences (PCEs), discrimination, and internalizing/externalizing in pre-adolescents.",Choi KR; Bravo L; La Charite J; Cardona E; Elliott T; James KF; Wisk LE; Dunn EC; Saadi A,2024,2024/07/12,Academic pediatrics,10.1016/j.acap.2024.07.006,,9
abcd_39001748,39001748,Individual-Level Experiences of Structural Inequity and Their Association with Subjective and Objective Sleep Outcomes in the Adolescent Brain Cognitive Development Study.,Harriman NW; Chen JT; Lee S; Slopen N,2024,2024/07/11,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,10.1016/j.jadohealth.2024.05.008,,9
abcd_39046391,39046391,Bedtime Screen Use Behaviors and Sleep Outcomes in Early Adolescents: A Prospective Cohort Study.,Nagata JM; Cheng CM; Shim J; Kiss O; Ganson KT; Testa A; He J; Baker FC,2024,2024/07/11,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,10.1016/j.jadohealth.2024.06.006,,9
abcd_38980723,38980723,Childhood obesity's impact on cognition and brain connectivity worsens with low family income.,Tomasi D; Volkow ND,2024,2024/07/09,JCI insight,10.1172/jci.insight.181690,,9
abcd_39001757,39001757,Sexual and Gender Minority Sleep Health Disparities and Minority Stress in Early Adolescence.,Leonard SI; Liu J; Jackman KB; Bruzzese JM,2024,2024/07/09,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,10.1016/j.jadohealth.2024.05.022,,9
abcd_38982203,38982203,Estimating the total variance explained by whole-brain imaging for zero-inflated outcomes.,Ren J; Loughnan R; Xu B; Thompson WK; Fan CC,2024,2024/07/09,Communications biology,10.1038/s42003-024-06504-y,,9
abcd_39697392,39697392,Independent and Interactive Impacts of Prenatal Exposure to Legal Substances and Childhood Trauma on Emotion Processing in Pre-Adolescents: Preliminary Findings From the ABCD Study.,Lepow L; Wagner A; Peri S; Adams F; Ramakrishnan SA; Alam MA; Shaik RB; Hubbard NA; Koenigsberg HW; Hurd Y; Tapert SF; Ivanov I; Parvaz MA,2024,2024/07/04,JAACAP open,10.1016/j.jaacop.2024.04.009,,9
abcd_40836962,40836962,"Prenatal cannabis exposure, the brain, and psychopathology during early adolescence.",Baranger DA; Miller AP; Gorelik AJ; Paul SE; Hatoum AS; Johnson EC; Colbert SM; Smyser CD; Rogers CE; Bijsterbosch JD; Agrawal A; Bogdan R,2024,2024/07/04,Nature. Mental health,10.1038/s44220-024-00281-7,,10
abcd_38956310,38956310,Flexible adaptation of task-positive brain networks predicts efficiency of evidence accumulation.,Weigard A; Angstadt M; Taxali A; Heathcote A; Heitzeg MM; Sripada C,2024,2024/07/02,Communications biology,10.1038/s42003-024-06506-w,,10
abcd_38932715,38932715,Brain structure differences in pediatric obesity: cause or consequence?,Carnell S,2024,2024/07/01,"Obesity (Silver Spring, Md.)",10.1002/oby.24098,,10
abcd_38952810,38952810,Comparing the stability and reproducibility of brain-behavior relationships found using canonical correlation analysis and partial least squares within the ABCD sample.,Nakua H; Yu JC; Abdi H; Hawco C; Voineskos A; Hill S; Lai MC; Wheeler AL; McIntosh AR; Ameis SH,2024,2024/07/01,"Network neuroscience (Cambridge, Mass.)",10.1162/netn_a_00363,,10
abcd_38967921,38967921,Socioeconomic Disadvantage and Youth Mental Health During the COVID-19 Pandemic Lockdown.,Adise S; West AE; Rezvan PH; Marshall AT; Betts S; Kan E; Sowell ER,2024,2024/07/01,JAMA network open,10.1001/jamanetworkopen.2024.20466,,10
abcd_39073774,39073774,Controlling false discovery rate for mediator selection in high-dimensional data.,Dai R; Li R; Lee S; Liu Y,2024,2024/07/01,Biometrics,10.1093/biomtc/ujae064,,10
abcd_38915228,38915228,"Association of prenatal substance exposure and the development of the amygdala, hippocampus, and parahippocampus.",Hartwell M; Bloom M; Elenwo C; Gooch T; Dunn K; Breslin F; Croff JM,2024,2024/06/26,Journal of osteopathic medicine,10.1515/jom-2023-0277,,10
abcd_38988766,38988766,TractoSCR: a novel supervised contrastive regression framework for prediction of neurocognitive measures using multi-site harmonized diffusion MRI tractography.,Xue T; Zhang F; Zekelman LR; Zhang C; Chen Y; Cetin-Karayumak S; Pieper S; Wells WM; Rathi Y; Makris N; Cai W; O'Donnell LJ,2024,2024/06/26,Frontiers in neuroscience,10.3389/fnins.2024.1411797,,10
abcd_40800506,40800506,GPT-based normative models of brain sMRI correlate with dimensional psychopathology.,Mendes SL; Pinaya WHL; Pan PM; Gadelha A; Belangero S; Jackowski AP; Rohde LA; Miguel EC; Sato JR,2024,2024/06/26,"Imaging neuroscience (Cambridge, Mass.)",10.1162/imag_a_00204,,10
abcd_can_gray_matter_loss_in_early_adolescence_be_explained_by_white_matter_growth,,Can gray matter loss in early adolescence be explained by white matter growth?,Chad JA; Lebel C,2024,2024/06/22,Human Brain Mapping,,,10
abcd_38902353,38902353,Quality over quantity: powering neuroimaging samples in psychiatry.,Makowski C; Nichols TE; Dale AM,2024,2024/06/20,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,10.1038/s41386-024-01893-4,,10
abcd_38898062,38898062,Population-level normative models reveal race- and socioeconomic-related variability in cortical thickness of threat neurocircuitry.,Harnett NG; Fani N; Rowland G; Kumar P; Rutherford S; Nickerson LD,2024,2024/06/19,Communications biology,10.1038/s42003-024-06436-7,,10
abcd_38890123,38890123,"Alcohol sipping patterns, personality, and psychopathology in Children: Moderating effects of dorsal anterior cingulate cortex (dACC) activation.",Ferariu A; Chang H; Taylor A; Zhang F,2024,2024/06/18,"Alcohol, clinical & experimental research",10.1111/acer.15393,,10
abcd_38889233,38889233,Childhood adiposity underlies numerous adult brain traits commonly attributed to midlife obesity.,Chiesa ST; Rader L; Garfield V; Foote I; Suri S; Davey Smith G; Hughes AD; Richardson TG,2024,2024/06/18,Brain : a journal of neurology,10.1093/brain/awae198,,10
abcd_38924835,38924835,Transparency and reproducibility in the Adolescent Brain Cognitive Development (ABCD) study.,Lopez DA; Cardenas-Iniguez C; Subramaniam P; Adise S; Bottenhorn KL; Badilla P; Mukwekwerere E; Tally L; Ahanmisi O; Bedichek IL; Matera SD; Perez-Tamayo GM; Sissons N; Winters O; Harkness A; Nakiyingi E; Encizo J; Xiang Z; Wilson IG; Smith AN; Hill AR; Adames AK; Robertson E; Boughter JR; Lopez-Flores A; Skoler ER; Dorholt L; Nagel BJ; Huber RS,2024,2024/06/18,Developmental cognitive neuroscience,10.1016/j.dcn.2024.101408,,10
abcd_39175501,39175501,Physical Activity and Sedentary Time Among U.S. Adolescents Before and During COVID-19: Findings From a Large Cohort Study.,Hunt ET; Brazendale K; De Moraes ACF; Malkani R; Heredia NI; Pfledderer CD; Brown DM; Hoelscher DM; Beets MW; Weaver RG,2024,2024/06/17,AJPM focus,10.1016/j.focus.2024.100253,,10
abcd_significance_of_overvaluation_of_weight_and_shape_in_childhood_binge_eating_diso,,Significance of overvaluation of weight and shape in childhood binge-eating disorder: Results from a population-based study,Baron A; Smith KE; Mason TB,2024,2024/06/16,Mental Health Science,,,10
abcd_38879625,38879625,Breastfeeding duration and brain-body development in 9-10-year-olds: modulating effect of socioeconomic levels.,Rajagopalan V; Hsu E; Luo S,2024,2024/06/15,Pediatric research,10.1038/s41390-024-03330-0,,10
abcd_38905775,38905775,Pixels and perception: Mapping the association between digital media and psychotic-like experiences in adolescents.,Hein K; Zarate D; Burleigh T; Stavropoulos V,2024,2024/06/15,Comprehensive psychiatry,10.1016/j.comppsych.2024.152509,,10
abcd_38878049,38878049,Early Life Adversity Predicts Reduced Hippocampal Volume in the Adolescent Brain Cognitive Development Study.,Breslin FJ; Kerr KL; Ratliff EL; Cohen ZP; Simmons WK; Morris AS; Croff JM,2024,2024/06/14,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,10.1016/j.jadohealth.2024.04.003,,10
abcd_38874007,38874007,"Individual differences in internalizing symptoms in late childhood: A variance decomposition into cortical thickness, genetic and environmental differences.",Tandberg AD; Dahl A; Norbom LB; Westlye LT; Ystrom E; Tamnes CK; Eilertsen EM,2024,2024/06/14,Developmental science,10.1111/desc.13537,,10
abcd_38869879,38869879,Unique versus shared neural correlates of externalizing psychopathology in late childhood.,Perlstein S; Hawes SW; Byrd AL; Barzilay R; Gur RE; Laird AR; Waller R,2024,2024/06/13,Journal of psychopathology and clinical science,10.1037/abn0000923,,10
abcd_38909414,38909414,Neurodevelopmental signature of a transcriptome-based polygenic risk score for depression.,Miles AE; Rashid SS; Dos Santos FC; Clifford KP; Sibille E; Nikolova YS,2024,2024/06/13,Psychiatry research,10.1016/j.psychres.2024.116030,,10
